cpdate,datestr2,cp,timegap,timegap1,cpma,nlag4,nlag3,nlag2,nlag1,pct1hg,yval,upprob1,corrp,upprob2
733514.354166667,2008-04-16 08:30,135.26,30.0000008940697,0,1.00021148934345,0.0129380452461925,0.00399231110453935,0.000591453496968683,-0.00177436049090647,0.258760904923867,2,0.532565374864739,0,0.477
733514.375,2008-04-16 09:00,135.19,29.9999995529652,0,0.999875006379112,0.00347658850506693,7.39699681928464e-05,-0.00229306901398034,-0.000517789777350345,0.295879872771659,2,0.518459502600417,0,0.502
733514.395833333,2008-04-16 09:30,135.61,29.9999995529652,0,1.0031067386641,0.00317085760637126,0.000811149620234596,0.0025809306098372,0.00309711673180456,-0.0442445247400651,1,0.488678298044509,0,0.481
733514.416666667,2008-04-16 10:00,135.59,30.0000008940697,0,1.00309532475757,0.000663765764436931,0.00243380780293541,0.00295007006416407,-0.000147503503208277,-0.110627627406155,1,0.506468664991887,0,0.501
733514.4375,2008-04-16 10:30,135.55,29.9999995529652,0,1.00290327735917,0.00213943194393228,0.00265584655108826,-0.000442641091848043,-0.000295094061231959,-0.110660272962011,1,0.515519755992734,0,0.499
733514.458333333,2008-04-16 11:00,135.44,29.9999995529652,0,1.00220138002479,0.00184583579444773,-0.00125516834022457,-0.00110750147666868,-0.0008121677495571,0.221500295333735,2,0.516857352464231,0.638011436700732,0.532
733514.479166667,2008-04-16 11:30,135.4,30.0000008940697,0,1.00208928956014,-0.00155096011816845,-0.00140324963072376,-0.00110782865583461,-0.000295420974889158,0.494830132939429,2,0.510143647938764,0.381079515680507,0.529
733514.5,2008-04-16 12:00,135.74,29.9999995529652,0,1.00472830737255,0.00110505377928397,0.00139973478709295,0.00221010755856793,0.00250478856637692,0.360984234566068,2,0.492318020403101,-0.000571634041281031,0.489
733514.520833333,2008-04-16 12:30,136.07,29.9999995529652,0,1.00728872254144,0.00382156243110151,0.00462996986845003,0.00492393620930394,0.00242522231204515,0.0514441096494401,2,0.493706284950788,-0.155681083735693,0.472
733514.541666667,2008-04-16 13:00,136.23,30.0000008940697,0,1.00858813948323,0.00579901636937526,0.00609263745136889,0.00359685825442253,0.00117448432797472,0.132129486897164,2,0.50765746466547,-0.171988647059666,0.473
733515.291666667,2008-04-17 07:00,136.14,1080,1,1.0080688454598,0.00543558101953857,0.00293815190245319,0.000514176582929287,-0.00066108417805203,0.0954899368297516,2,0.503881094119757,0.181029979085171,0.447
733515.3125,2008-04-17 07:30,136.41,29.9999995529652,0,1.01019601105506,0.00491166336778819,0.00249248588813139,0.00131955135254019,0.00197932702881028,-0.403196246609474,1,0.504965177981216,-0.0212124789615599,0.488
733515.333333333,2008-04-17 08:00,136.27,29.9999995529652,0,1.00931769027938,0.00146767446980272,0.00029353489396067,0.000953988405371864,-0.00102737212886172,-0.352241872752637,1,0.518891667078906,-0.684067633845405,0.499
733515.354166667,2008-04-17 08:30,135.86,30.0000008940697,0,1.00645088644129,-0.00272339172677739,-0.00206094509053417,-0.00404828499926382,-0.00301781245399674,-0.0515236272633752,1,0.533611251192203,-0.234754067950466,0.539
733515.375,2008-04-17 09:00,135.79,29.9999995529652,0,1.00609331424727,-0.00257750938949845,-0.00456587377568307,-0.00353487001988378,-0.000515501877899857,0.228293688784154,2,0.515594013298491,-0.0333808277525232,0.535
733515.395833333,2008-04-17 09:30,135.79,29.9999995529652,0,1.00621558015045,-0.00456587377568307,-0.00353487001988378,-0.000515501877899857,0,0.434494439944034,2,0.50524208542379,-0.184704820099043,0.528
733515.416666667,2008-04-17 10:00,136.1,30.0000008940697,0,1.00859641322069,-0.00124908155767829,0.00176340925789846,0.00227773695811905,0.00227773695811905,0.073475385745771,2,0.493732988794177,-0.184050652169034,0.494
733515.4375,2008-04-17 10:30,136.38,29.9999995529652,0,1.01073807298688,0.00381287578823861,0.00432614752896322,0.00432614752896322,0.00205308696289779,-0.168646429095168,1,0.498988536668041,-0.225223893502471,0.478
733515.458333333,2008-04-17 11:00,136.2,29.9999995529652,0,1.00946765034175,0.0030102790014684,0.0030102790014684,0.000734214390602014,-0.00132158590308375,0.0146842878120486,2,0.524448019986483,-0.130756396156528,0.506
733515.479166667,2008-04-17 11:30,136.15,30.0000008940697,0,1.00912474086284,0.00264414248990094,0.000367242012486312,-0.00168931325743658,-0.000367242012486103,0.227690047741463,2,0.521105091804159,0.21091912553954,0.52
733515.5,2008-04-17 12:00,136.22,29.9999995529652,0,1.00966527320703,0.000880927910732672,-0.00117457054764349,0.000146821318455515,0.000513874614593989,0.190867713992065,2,0.509682900448855,0.172647895232191,0.521
733515.520833333,2008-04-17 12:30,136.46,29.9999995529652,0,1.01146290030279,0.000586252381650392,0.00190532024036362,0.00227172797889493,0.00175875714495097,1.50227172797888,2,0.500531317169687,-0.194711968249817,0.496
733515.541666667,2008-04-17 13:00,136.48,30.0000008940697,0,1.01162913948519,0.00205158264947246,0.00241793669402099,0.00190504103165292,0.000146541617819327,1.42145369284877,2,0.513059035600566,-0.24806201817693,0.5
733516.291666667,2008-04-18 07:00,138.51,1080,1,1.02652618972095,0.0170384809761027,0.0165331023030828,0.014800375424157,0.01465598151758,0.245469641181145,2,0.413182063204946,0.11247347038208,0.313
733516.3125,2008-04-18 07:30,138.42,29.9999995529652,0,1.02571474726157,0.0158936569859846,0.0141598034966044,0.0140153157058228,-0.00065019505851758,0.361219476954197,2,0.523552658759735,0.196019030415882,0.467
