ydate,cp,upprob1,upprob2,pctg,ydatestr
735578,180.75,0.524155348838676,0.548362202334157,-0.127085865841524,2013-12-10
735579,178.72,0.49020238691355,0.570441214892155,-1.16137595398739,2013-12-11
735580,178.13,0.524015454587946,0.590950396728749,-0.285490371697263,2013-12-12
735581,178.11,0.505288720800659,0.578080518113828,-0.218487394957976,2013-12-13
735584,179.22,0.527584953583552,0.566029516252349,0.15088013411568,2013-12-16
735585,178.65,0.52796188724457,0.554153350322084,-0.406957297357559,2013-12-17
735586,181.7,0.525246911835469,0.556213145299388,1.55376704672479,2013-12-18
735587,181.49,0.470950778672307,0.532850476319001,0.171100562976047,2013-12-19
735588,181.56,0.500765291562064,0.506670318521839,0.481487630748799,2013-12-20
735591,182.53,0.455460106856578,0.564822201196112,0.0438476294875377,2013-12-23
735592,182.93,0.509277583347268,0.559541775639077,0.2136518023447,2013-12-24
735594,183.86,0.487323998309518,0.548513028560034,0.283626049961825,2013-12-26
735595,183.85,0.494839664703888,0.546364077380838,-0.135795763172189,2013-12-27
735598,183.82,0.50204286581134,0.541633493600457,-0.0271931255778601,2013-12-30
735599,184.69,0.489914661000857,0.54170315454324,0.336828380507418,2013-12-31
735601,182.92,0.500372349641632,0.528536391884814,-0.576149581476249,2014-01-02
735602,182.89,0.505945844226104,0.546362963415159,-0.185559133329697,2014-01-03
735605,182.36,0.50418542991193,0.586820068017133,-0.615837375333803,2014-01-06
735606,183.48,0.532546417825016,0.581934160093824,0.213009995084377,2014-01-07
735607,183.52,0.510281750810137,0.563713603384369,0.0381575361133942,2014-01-08
735608,183.64,0.511059457609712,0.543544963720783,-0.255282168268984,2014-01-09
735609,184.14,0.509279393052696,0.572381256288875,0.103288937211197,2014-01-10
735612,181.69,0.508404477473306,0.548932231074981,-1.07802036260684,2014-01-13
735613,183.67,0.517596723031887,0.562805099341682,0.757035492895933,2014-01-14
735614,184.66,0.490925290387693,0.5584694882474,0.304182509505705,2014-01-15
735615,184.42,0.525975835130119,0.518248789072804,0.0759713479487662,2014-01-16
735616,183.64,0.495032954730117,0.544542502326635,-0.249864204236832,2014-01-17
735620,184.18,0.494432260591783,0.570874583939958,-0.281537628586888,2014-01-21
735621,184.3,0.512857941132223,0.574952109008638,-0.102986611740472,2014-01-22
735622,182.79,0.523181490437281,0.527141543459019,-0.316300376288385,2014-01-23
735623,178.89,0.513321185601873,0.517112781573404,-1.49229074889868,2014-01-24
735626,178.01,0.530265807803003,0.561934678175999,-0.586395621579365,2014-01-27
735627,179.07,0.536923066903568,0.571108922954214,0.522061300101048,2014-01-28
735628,177.35,0.549752387625719,0.471027234427444,-0.129519089987621,2014-01-29
735629,179.23,0.51938733787605,0.519735453942187,0.223676116982596,2014-01-30
735630,178.18,0.556854437090731,0.515596097193829,0.660979605672005,2014-01-31
735633,174.17,0.493364480510916,0.463464688164668,-2.13519132438052,2014-02-03
735634,175.39,0.548120304727797,0.579432743569476,0.251500428693911,2014-02-04
735635,175.17,0.537884763466314,0.527806216136632,0.223137658771019,2014-02-05
735636,177.48,0.538398141323481,0.477705604294092,1.08212780498917,2014-02-06
735637,179.68,0.508036477630147,0.517160368204614,0.768324827547532,2014-02-07
735640,180.01,0.523926784730302,0.496133468583258,0.172509738452978,2014-02-10
735641,181.98,0.488401597672385,0.523840039510138,1.01021314387211,2014-02-11
735642,182.07,0.465868518432844,0.539886046399822,-0.0987654320987692,2014-02-12
735643,183.01,0.503837318994186,0.51424545837111,1.19995576199955,2014-02-13
735644,184.02,0.448670212093849,0.512841052697376,0.645373003719102,2014-02-14
735648,184.24,0.482736074143754,0.52236821669422,0.0325768270170498,2014-02-18
735649,183.02,0.499126875582053,0.509548612439837,-0.402699172834121,2014-02-19
735650,184.1,0.501268637296574,0.531803855835579,0.452883723468098,2014-02-20
735651,183.89,0.490853250791611,0.534584977914533,-0.30360531309298,2014-02-21
735654,184.91,0.524744722773509,0.530141966574524,0.341871065769479,2014-02-24
735655,184.84,0.505892078601328,0.542605495946943,-0.118880363125472,2014-02-25
735656,184.85,0.519387849522054,0.541353863897425,-0.140457025552385,2014-02-26
735657,185.82,0.511868617996534,0.560118115862258,0.671795427456919,2014-02-27
735658,186.29,0.495365833870143,0.518765368193708,0.269121050648582,2014-02-28
735661,184.98,0.515711145545612,0.49794225133195,0.178716490657993,2014-03-03
735662,187.58,0.472175934139002,0.553002611243427,0.422934846619209,2014-03-04
735663,187.75,0.518317183367612,0.584577859749217,0.00532651539362464,2014-03-05
735664,188.18,0.515523090904247,0.553823673738482,-0.0159396418893795,2014-03-06
735665,188.26,0.495546417184775,0.601711518654566,-0.370448772226935,2014-03-07
735668,188.16,0.522942787106478,0.571437159984996,0.101079959568015,2014-03-10
735669,187.23,0.488778595858307,0.56348099272514,-0.642114200806627,2014-03-11
735670,187.28,0.531206871280261,0.549609069956175,0.515242593387724,2014-03-12
735671,185.18,0.482090339461442,0.537843655394948,-1.41609880749574,2014-03-13
735672,184.66,0.557299918367019,0.554243044964628,-0.102786042737353,2014-03-14
735675,186.33,0.506004485262907,0.550656640243505,0.398728379761845,2014-03-17
735676,187.66,0.525193912322517,0.531133515481365,0.508810454715863,2014-03-18
735677,186.66,0.514195167347459,0.51934486462116,-0.543478260869571,2014-03-19
735678,187.75,0.522632265669808,0.540799136142874,0.805369127516778,2014-03-20
735679,186.2,0.473932305920805,0.534463032795199,-0.804432369079974,2014-03-21
735682,185.43,0.521059379929302,0.555021687597201,-0.754656390494539,2014-03-24
735683,186.31,0.51536478734005,0.599292680372548,-0.0321940226431305,2014-03-25
735684,184.97,0.523067201097985,0.574129991124268,-1.10671514114628,2014-03-26
