ydatestr,ydate,openp,cp,n1dg1,n1dg2,n2dg1,corrn05,n1dg,yval,upprob
1950-12-21,712578,19.98,19.98,0.000500751126690113,0.000501002004007916,0.00100200400801601,-0.0400672068882185,0.0045045045045045,2,0.576057710036774
1950-12-22,712579,20.07,20.07,0.0045045045045045,0.000500751126690113,0.00500751126690042,-0.413851718842926,-0.00747384155455897,1,0.535708679157511
1950-12-26,712583,19.92,19.92,-0.00747384155455897,0.0045045045045045,-0.00300300300300294,0.620647398375157,0.0190763052208835,2,0.627076451784276
1950-12-27,712584,20.3,20.3,0.0190763052208835,-0.00747384155455897,0.0114598903836572,-0.575808747836688,0.0039408866995073,2,0.601079009344342
1950-12-28,712585,20.38,20.38,0.0039408866995073,0.0190763052208835,0.0230923694779115,-0.987583151913771,0.00245338567222771,2,0.364454755247699
1950-12-29,712586,20.43,20.43,0.00245338567222771,0.0039408866995073,0.00640394088669946,-0.501306850651778,0.0166421928536466,2,0.494178561114128
1951-01-02,712590,20.77,20.77,0.0166421928536466,0.00245338567222771,0.0191364082433759,-0.507645216955534,-0.00385170919595562,1,0.579319108063226
1951-01-03,712591,20.69,20.69,-0.00385170919595562,0.0166421928536466,0.0127263827704357,-0.734550916167526,0.00869985500241661,2,0.397801360801084
1951-01-04,712592,20.87,20.87,0.00869985500241661,-0.00385170919595562,0.0048146364949447,-0.637665752532937,0,1,0.533739227904569
1951-01-05,712593,20.87,20.87,0,0.00869985500241661,0.00869985500241661,-0.717505262811265,0.00622903689506464,2,0.450371609296644
1951-01-08,712596,21,21,0.00622903689506464,0,0.00622903689506464,-0.769839535928087,0.00571428571428576,2,0.488332893795797
1951-01-09,712597,21.12,21.12,0.00571428571428576,0.00622903689506464,0.0119789171058936,-0.996489577824188,-0.0127840909090909,1,0.441257539125676
1951-01-10,712598,20.85,20.85,-0.0127840909090909,0.00571428571428576,-0.00714285714285707,-0.870298191872054,0.0163069544364508,2,0.394696043158152
1951-01-11,712599,21.19,21.19,0.0163069544364508,-0.0127840909090909,0.00331439393939395,-0.339240107288943,-0.00377536573855601,1,0.63045010687295
1951-01-12,712600,21.11,21.11,-0.00377536573855601,0.0163069544364508,0.0124700239808153,-0.754293510679546,0.00900047370914265,2,0.426163535712957
1951-01-15,712603,21.3,21.3,0.00900047370914265,-0.00377536573855601,0.00519112789051437,-0.722714786276656,0.00751173708920188,2,0.523320900572448
1951-01-16,712604,21.46,21.46,0.00751173708920188,0.00900047370914265,0.0165798199905259,-0.799129390841926,0.00419384902143522,2,0.488910484939601
1951-01-17,712605,21.55,21.55,0.00419384902143522,0.00751173708920188,0.0117370892018779,-0.927830053251364,-0.00696055684454766,1,0.475886638639727
1951-01-18,712606,21.4,21.4,-0.00696055684454766,0.00419384902143522,-0.00279589934762359,-0.840293841581656,-0.00186915887850463,1,0.466435061233587
1951-01-19,712607,21.36,21.36,-0.00186915887850463,-0.00696055684454766,-0.00881670533642697,-0.180084401661324,-0.00842696629213482,1,0.570911330467027
1951-01-22,712610,21.18,21.18,-0.00842696629213482,-0.00186915887850463,-0.0102803738317756,0.525049968057,0.00377714825306902,2,0.631973805567307
1951-01-23,712611,21.26,21.26,0.00377714825306902,-0.00842696629213482,-0.00468164794007481,0.367453139480392,-0.0047036688617122,1,0.648629505364267
1951-01-24,712612,21.16,21.16,-0.0047036688617122,0.00377714825306902,-0.000944287063267213,-0.804693960806885,-0.00614366729678634,1,0.456887963290393
1951-01-25,712613,21.03,21.03,-0.00614366729678634,-0.0047036688617122,-0.0108184383819379,-0.686961691074879,0.0109367570137898,2,0.480188654758308
1951-01-26,712614,21.26,21.26,0.0109367570137898,-0.00614366729678634,0.00472589792060498,-0.589055548005571,0.0192850423330198,2,0.539051420104517
1951-01-29,712617,21.67,21.67,0.0192850423330198,0.0109367570137898,0.0304327151688065,-0.573337219278618,0.00323027226580511,2,0.539851893924073
1951-01-30,712618,21.74,21.74,0.00323027226580511,0.0192850423330198,0.0225776105362181,0.4616736141742,-0.00367985280588769,1,0.610331398110581
1951-01-31,712619,21.66,21.66,-0.00367985280588769,0.00323027226580511,-0.000461467466543681,0.255311965729497,0.00507848568790394,2,0.601626567231632
1951-02-01,712620,21.77,21.77,0.00507848568790394,-0.00367985280588769,0.00137994480220796,-0.0283186838779343,0.00872760679834641,2,0.602031992974575
1951-02-02,712621,21.96,21.96,0.00872760679834641,0.00507848568790394,0.0138504155124654,0.225864174824943,0.0109289617486338,2,0.626595138462622
1951-02-05,712624,22.2,22.2,0.0109289617486338,0.00872760679834641,0.0197519522278365,-0.02528977426022,-0.00360360360360353,1,0.599232362073882
1951-02-06,712625,22.12,22.12,-0.00360360360360353,0.0109289617486338,0.00728597449908926,0.386417774306209,-0.00587703435804713,1,0.607973899049956
1951-02-07,712626,21.99,21.99,-0.00587703435804713,-0.00360360360360353,-0.0094594594594595,-0.239778678423018,0.00454752160072767,2,0.554528383249006
1951-02-08,712627,22.09,22.09,0.00454752160072767,-0.00587703435804713,-0.0013562386980109,0.414825568518284,0.00362154821186065,2,0.657216975342808
1951-02-09,712628,22.17,22.17,0.00362154821186065,0.00454752160072767,0.00818553888130984,0.178664611299428,0.00045105999097871,2,0.603748938704892
1951-02-13,712632,22.18,22.18,0.00045105999097871,0.00362154821186065,0.00407424173834314,-0.220402658879892,-0.0027051397655545,1,0.554396874454764
1951-02-14,712633,22.12,22.12,-0.0027051397655545,0.00045105999097871,-0.00225529995489403,0.183230017695708,-0.00542495479204344,1,0.604353449445475
1951-02-15,712634,22,22,-0.00542495479204344,-0.0027051397655545,-0.00811541929666365,-0.298316481606068,0.00590909090909086,2,0.549351219790019
1951-02-16,712635,22.13,22.13,0.00590909090909086,-0.00542495479204344,0.000452079566003527,0.970826006212489,-0.0135562584726616,1,0.719299176228666
1951-02-19,712638,21.83,21.83,-0.0135562584726616,0.00590909090909086,-0.0077272727272728,-0.328299758958594,-0.00183234081539162,1,0.500569665075737
1951-02-20,712639,21.79,21.79,-0.00183234081539162,-0.0135562584726616,-0.0153637596023497,-0.90182664977955,0.00321248279027078,2,0.524826157616739
1951-02-21,712640,21.86,21.86,0.00321248279027078,-0.00183234081539162,0.0013742556115438,-0.675515890229747,0.00274473924977138,2,0.526001358715706
1951-02-23,712642,21.92,21.92,0.00274473924977138,0.00321248279027078,0.00596603946764583,-0.558180597058557,0.000456204379561953,2,0.530041799408907
1951-02-26,712645,21.93,21.93,0.000456204379561953,0.00274473924977138,0.00320219579139983,-0.332781294256194,-0.00775193798449604,1,0.550590971985869
1951-02-27,712646,21.76,21.76,-0.00775193798449604,0.000456204379561953,-0.00729927007299271,0.732546618293,0.00183823529411761,2,0.628644852603975
1951-02-28,712647,21.8,21.8,0.00183823529411761,-0.00775193798449604,-0.00592795257637934,0.0614867024821665,0.00229357798165141,2,0.621184875746624
1951-03-01,712648,21.85,21.85,0.00229357798165141,0.00183823529411761,0.0041360294117647,-0.117465377591275,0.0036613272311212,2,0.577290727596812
1951-03-02,712649,21.93,21.93,0.0036613272311212,0.00229357798165141,0.00596330275229353,-0.213048215473937,-0.0063839489284086,1,0.570276262283899
1951-03-05,712652,21.79,21.79,-0.0063839489284086,0.0036613272311212,-0.00274599542334107,-0.0695815049334838,0,1,0.554683380033327
1951-03-06,712653,21.79,21.79,0,-0.0063839489284086,-0.0063839489284086,-0.349815948378874,0.00321248279027078,2,0.572854518776589
1951-03-07,712654,21.86,21.86,0.00321248279027078,0,0.00321248279027078,-0.174427332085861,0.0041171088746569,2,0.576471842078335
1951-03-08,712655,21.95,21.95,0.0041171088746569,0.00321248279027078,0.00734281780633319,-0.24130346726665,0,1,0.565491472928621
1951-03-09,712656,21.95,21.95,0,0.0041171088746569,0.0041171088746569,-0.155295601837458,-0.0113895216400911,1,0.562216291737939
1951-03-12,712659,21.7,21.7,-0.0113895216400911,0,-0.0113895216400911,0.375196840336819,-0.0133640552995391,1,0.597918059165233
1951-03-13,712660,21.41,21.41,-0.0133640552995391,-0.0113895216400911,-0.0246013667425968,0.449280696724911,-0.00747314339093882,1,0.629213411285224
1951-03-14,712661,21.25,21.25,-0.00747314339093882,-0.0133640552995391,-0.0207373271889401,0.790041214054445,0.00188235294117643,2,0.670270480807155
1951-03-15,712662,21.29,21.29,0.00188235294117643,-0.00747314339093882,-0.00560485754320416,0.567477843396074,0.0164396430248944,2,0.652968901520297
1951-03-16,712663,21.64,21.64,0.0164396430248944,0.00188235294117643,0.0183529411764706,-0.0538841266330334,-0.00369685767097975,1,0.617566260870558
1951-03-19,712666,21.56,21.56,-0.00369685767097975,0.0164396430248944,0.0126820103334899,0.946656896798891,-0.00185528756957324,1,0.618397443511049
1951-03-20,712667,21.52,21.52,-0.00185528756957324,-0.00369685767097975,-0.00554528650646955,0.147769106799883,0.00557620817843871,2,0.606314453448425
1951-03-21,712668,21.64,21.64,0.00557620817843871,-0.00185528756957324,0.00371057513914665,-0.208213946947721,0.00415896487985212,2,0.585961287879153
1951-03-22,712669,21.73,21.73,0.00415896487985212,0.00557620817843871,0.0097583643122677,-0.342923795140518,-0.00920386562356186,1,0.542154717710822
1951-03-26,712673,21.53,21.53,-0.00920386562356186,0.00415896487985212,-0.00508317929759702,-0.470853812686241,-0.000928936367858782,1,0.506257029199319
1951-03-27,712674,21.51,21.51,-0.000928936367858782,-0.00920386562356186,-0.010124252185918,-0.188457134001658,-0.0116225011622501,1,0.600385288863598
1951-03-28,712675,21.26,21.26,-0.0116225011622501,-0.000928936367858782,-0.0125406409660938,-0.126023212384894,0.00329256820319834,2,0.541279317515422
1951-03-29,712676,21.33,21.33,0.00329256820319834,-0.0116225011622501,-0.00836820083682024,0.017116669450394,0.0070323488045008,2,0.625269267346707
1951-03-30,712677,21.48,21.48,0.0070323488045008,0.00329256820319834,0.0103480714957666,-0.903244159420648,-0.00744878957169461,1,0.506505587995859
1951-04-02,712680,21.32,21.32,-0.00744878957169461,0.0070323488045008,-0.000468823253633287,-0.035785709198831,-0.00281425891181983,1,0.523327583189394
