lr_count_up_1d,lr_count_down_1d,lr_count_up_2d,lr_count_down_2d,lr_count_up_1w,lr_count_down_1w,lr2lr_count_up_1d,lr2lr_count_down_1d,lr2lr_count_up_2d,lr2lr_count_down_2d,lr2lr_count_up_1w,lr2lr_count_down_1w
138,36,152,20,126,40,142,32,132,40,105,61
