lr_avg_up_1d_pctg,lr_avg_down_1d_pctg,lr_avg_up_2d_pctg,lr_avg_down_2d_pctg,lr_avg_up_1w_pctg,lr_avg_down_1w_pctg,lr2lr_avg_up_1d_pctg,lr2lr_avg_down_1d_pctg,lr2lr_avg_up_2d_pctg,lr2lr_avg_down_2d_pctg,lr2lr_avg_up_1w_pctg,lr2lr_avg_down_1w_pctg
0.0214227063498782,0.152974112952766,0.108754445963734,0.100549951702978,0.293179022438157,0.0400636276657199,0.0632862011727958,-0.00844787645035427,0.185509034209389,-0.14077885540776,0.511890276625827,-0.16313901381213
