lr_rpt_corr1d,lr_rpt_corr2d,lr_rpt_corr1w,lr2lr_rpt_corr1d,lr2lr_rpt_corr2d,lr2lr_rpt_corr1w
0.064333937745438,0.0421874312594291,0.0298345643597721,0.0881642096038236,0.0998128679751772,0.169328967468211
