prob_1d,prob_2d,prob_1w,ydate,ydatestr,cpma,n1dg1,n1dg2,n1dg3,n2dlagd,n1wlagd,n2wlagd,n1mlagd,n2mlagd,yvalue1d,yvalue2d,yvalue1w,n1dg,n2dg,n1wg,corr1d,corr2d,corr1w
0.524701184030017,0.511530927538444,0.502014595971352,726494,1989-01-26,1.05932034117313,0.00881925710728371,0.00225311102637865,0.0140246045694201,0.0110723681336624,0.0166602767418353,0.013207613800897,0.0527284538761369,0.0227750913587537,2,2,2,0.00730227296102025,0.0112843027751922,0.0176557303987109,0,0,0
0.516289141845513,0.494157642367895,0.501195889051472,726495,1989-01-27,1.06596294198806,0.00730227296102025,0.00881925710728371,0.00225311102637865,0.016121530068304,0.0250846038446778,0.00972276041850139,0.0516105941302792,0.020825721592985,2,2,2,0.003982029814172,0.0123890944604313,0.0107208494996938,0,0,0
0.507545012378112,0.49237748311171,0.499302690651446,726498,1989-01-30,1.06907820227863,0.003982029814172,0.00730227296102025,0.00881925710728371,0.0112843027751922,0.036871704745167,0.0012669810656719,0.0621849344663689,0.0191933648941246,2,2,2,0.00840706464625926,0.00712962490443638,0.00355944269297268,0,0,0
0.526603950359635,0.510354522647703,0.50801811315657,726499,1989-01-31,1.07683319022376,0.00840706464625926,0.003982029814172,0.00730227296102025,0.0123890944604313,0.0311275954105862,0.0174219714336096,0.0804910827794124,0.0128766417718259,1,1,2,-0.00127743974182288,-0.00211893558483342,0.00726123642720264,0,0,0
0.479072029037745,0.474499164842322,0.484315440258662,726500,1989-02-01,1.07428121803219,-0.00127743974182288,0.00840706464625926,0.003982029814172,0.00712962490443638,0.0274953309815314,0.00910899382263642,0.0632000858891313,0.016367802713418,1,1,2,-0.000841495843010536,-0.000403549474596399,0.00525093406038575,0,0,0
0.490948521196876,0.491122029709576,0.491784559032899,726501,1989-02-02,1.07219974325577,-0.000841495843010536,-0.00127743974182288,0.00840706464625926,-0.00211893558483342,0.0176557303987109,0.0166602767418353,0.0601049962501339,0.00871789329586807,2,1,1,0.000437946368414137,-0.00269368308910685,-0.00262767821048367,0,0,0
0.49640400704079,0.491657379826985,0.494458494040061,726502,1989-02-03,1.07152599272299,0.000437946368414137,-0.000841495843010536,-0.00127743974182288,-0.000403549474596399,0.0107208494996938,0.0250846038446778,0.0580753197705491,0.00913242009132427,1,2,1,-0.00313162945752098,0.00899511017225869,-0.0166683503384182,0,0,0
0.470191431705137,0.475753635415292,0.481713538902523,726505,1989-02-06,1.0671411438712,-0.00313162945752098,0.000437946368414137,-0.000841495843010536,-0.00269368308910685,0.00355944269297268,0.036871704745167,0.0535981208626949,0.0158718681080301,2,2,1,0.0121267396297797,0.00885603909912514,-0.0118227266585597,0,0,0
0.54995666722749,0.527296881544235,0.515214651362481,726506,1989-02-07,1.078857058911,0.0121267396297797,-0.00313162945752098,0.000437946368414137,0.00899511017225869,0.00726123642720264,0.0311275954105862,0.0686568228832299,0.0120925531530882,1,1,1,-0.00327070053065453,-0.0119430594792565,-0.0260988552548143,0,0,0
0.453255014465644,0.458002796725285,0.465713676772385,726507,1989-02-08,1.07424541139121,-0.00327070053065453,0.0121267396297797,-0.00313162945752098,0.00885603909912514,0.00525093406038575,0.0274953309815314,0.0590049998227013,0.0198538984521916,1,1,1,-0.00867235894860196,-0.0223182415399686,-0.0147664490205926,0,0,0
0.452916544385287,0.473123822348476,0.464861950467957,726508,1989-02-09,1.06388674777159,-0.00867235894860196,-0.00327070053065453,0.0121267396297797,-0.0119430594792565,-0.00262767821048367,0.0176557303987109,0.04552035879507,0.0248271868553437,1,1,1,-0.0136458825913667,-0.0118651826393085,-0.00422211713841789,0,0,0
0.4508552382778,0.473119914772743,0.462184697554647,726509,1989-02-10,1.04852921533735,-0.0136458825913667,-0.00867235894860196,-0.00327070053065453,-0.0223182415399686,-0.0166683503384182,0.0107208494996938,0.0287103251488357,0.031092223311903,2,1,2,0.00178069995205821,-0.000714685294403874,0.0162317649476064,0,0,0
0.539188256314688,0.525432014254827,0.503009263800188,726512,1989-02-13,1.04955293364647,0.00178069995205821,-0.0136458825913667,-0.00867235894860196,-0.0118651826393085,-0.0118227266585597,0.00355944269297268,0.0295628915323433,0.0359486655972,1,2,2,-0.00249538524646208,0.0058319510339944,0.011759075681958,0,0,0
0.484529669123763,0.487994995488008,0.46878002769699,726513,1989-02-14,1.04608457651696,-0.00249538524646208,0.00178069995205821,-0.0136458825913667,-0.000714685294403874,-0.0260988552548143,0.00726123642720264,0.029130664785752,0.0262767382098519,2,2,1,0.00832733628045648,0.0102645304076995,-0.0030841986223912,0,0,0
0.536192268136815,0.519428501690808,0.495671797229059,726514,1989-02-15,1.05387083706872,0.00832733628045648,-0.00249538524646208,0.00178069995205821,0.0058319510339944,-0.0147664490205926,0.00525093406038575,0.0269081771542248,0.0273206410670107,2,2,1,0.00193719412724304,0.00855162375988776,-0.00744290375203914,0,0,0
0.49521858155784,0.48421523461886,0.476076655723539,726515,1989-02-16,1.05493264476384,0.00193719412724304,0.00832733628045648,-0.00249538524646208,0.0102645304076995,-0.00422211713841789,-0.00262767821048367,0.0275347670001045,0.0340216960392114,2,2,1,0.00661442963264472,0.0039860430576347,-0.0260506767070317,0,0,0
0.53473862364411,0.511126536287373,0.499779665825361,726516,1989-02-17,1.06082855872306,0.00661442963264472,0.00193719412724304,0.00832733628045648,0.00855162375988776,0.0162317649476064,-0.0166683503384182,0.0353417297561316,0.0333477539837047,1,1,1,-0.00262838657501002,-0.0197579223544546,-0.0301253538212697,0,0,0
0.483457979251284,0.480363365445706,0.47601648650279,726520,1989-02-21,1.05702386249762,-0.00262838657501002,0.00661442963264472,0.00193719412724304,0.0039860430576347,0.011759075681958,-0.0118227266585597,0.0403514938488577,0.0275580597392278,1,1,1,-0.0171295357794445,-0.0132107980255001,-0.0240556794377999,0,0,0
0.436667452918914,0.458666959588028,0.451882168163366,726521,1989-02-22,1.03823826053067,-0.0171295357794445,-0.00262838657501002,0.00661442963264472,-0.0197579223544546,-0.0030841986223912,-0.0260988552548143,0.00838850566744087,0.0382193111886854,2,1,1,0.00391873775394447,-0.012927692651808,-0.0130624591798151,0,0,0
0.56140326932901,0.537587808352653,0.512915934819402,726522,1989-02-23,1.04155818959676,0.00391873775394447,-0.0171295357794445,-0.00262838657501002,-0.0132107980255001,-0.00744290375203914,-0.0147664490205926,0.0100643286989003,0.0444677238738576,1,1,1,-0.0168464304057525,-0.014443337729961,-0.007190549563431,0,0,0
0.423737823003813,0.438767900316059,0.443523492323712,726523,1989-02-24,1.02343678434188,-0.0168464304057525,0.00391873775394447,-0.0171295357794445,-0.012927692651808,-0.0260506767070317,-0.00422211713841789,-0.01563303507148,0.0527284538761369,2,2,2,0.00240309267579145,0.00601646214281952,0.0141051091839934,0,0,0
0.52756755537622,0.516345348879126,0.498425193920115,726526,1989-02-27,1.0252676357468,0.00240309267579145,-0.0168464304057525,0.00391873775394447,-0.014443337729961,-0.0301253538212697,0.0162317649476064,-0.0204206657137023,0.0516105941302792,2,1,2,0.00361336946702807,-0.00244492867047798,0.0242860120908902,0,0,0
0.512070735919774,0.485528674396764,0.486711659616229,726527,1989-02-28,1.02834956765245,0.00361336946702807,0.00240309267579145,-0.0168464304057525,0.00601646214281952,-0.0240556794377999,0.011759075681958,-0.0207803654361165,0.0621849344663689,1,2,2,-0.00605829813750606,0.00383338100985898,0.0173440420965173,0,0,0
0.464297513670186,0.456362918872697,0.463764070313482,726528,1989-03-01,1.02158417243712,-0.00605829813750606,0.00361336946702807,0.00240309267579145,-0.00244492867047798,-0.0130624591798151,-0.0030841986223912,-0.0348270413823243,0.0804910827794124,2,2,2,0.00989167914736503,0.014133789856108,0.0242764097384277,0,0,0
0.557685005722366,0.518776990917355,0.510859720457705,726529,1989-03-02,1.03125343439937,0.00989167914736503,-0.00605829813750606,0.00361336946702807,0.00383338100985898,-0.007190549563431,-0.00744290375203914,-0.0240331212763808,0.0632000858891313,2,2,2,0.00424211070874295,0.0167086262661301,0.0137265045697535,0,0,0
0.520227943838548,0.479910787103758,0.495113424680351,726530,1989-03-03,1.03515171595647,0.00424211070874295,0.00989167914736503,-0.00605829813750606,0.014133789856108,0.0141051091839934,-0.0260506767070317,-0.0190675111171,0.0601049962501339,2,2,2,0.0124665155573872,0.00927802127293278,0.00583831307095264,0,0,0
0.56371298604936,0.512424385538319,0.515688239251903,726533,1989-03-06,1.04742790206384,0.0124665155573872,0.00424211070874295,0.00989167914736503,0.0167086262661301,0.0242860120908902,-0.0301253538212697,-0.00727346196585522,0.0580753197705491,1,1,1,-0.00318849428445439,-0.00247389258982758,0.00172992775007629,0,0,0
