cpma,n1dg1,n1dg2,n1dg3,n2dlagd,n1wlagd,n2wlagd,n1mlagd,n2mlagd,iprob_1d,iprob_2d,iprob_1w,corr1d,corr2d,corr1w
1.05521896723809,-0.00886191001752899,0.00395965389691862,-0.000179211469534134,-0.00490225612061037,-0.000730914406650186,0.029376754632229,0.0205163913879063,0.0153965371932147,0.519222453206605,0.513285425567032,0.532871266021093,-0.043970326761878,0.0164739523182151,-0.129663636793478
1.0540061233959,-0.000332973067391635,-0.00886191001752899,0.00395965389691862,-0.00919488308492062,-0.00578169618136616,0.0173252699306878,0.0215081352736765,0.0169259828584717,0.518077245963653,0.516997032390201,0.530238537500074,-0.0483779633697659,0.0217477402848412,-0.102940492654982
1.05055689688875,-0.00251178079798179,-0.000332973067391635,-0.00886191001752899,-0.00284475386537342,-0.00794504181600962,0.0175729442970823,0.023383360503745,0.00821241577190493,0.511885624581468,0.514495577940122,0.528208616917347,-0.0491684897062423,0.0289564558123084,-0.104762068505829
1.05602006362276,0.0060817727464323,-0.00251178079798179,-0.000332973067391635,0.00356999194845051,-0.00173268805640189,0.0125115491222667,0.0181652992371573,0.0331625790573218,0.504446527286066,0.519533387715045,0.519192266863181,-0.0342019966542457,0.0404788952107797,-0.100534348899782
1.05472832834322,-0.000212201014212081,0.0060817727464323,-0.00251178079798179,0.00586957173222022,-0.00588088900430646,0.0111433869988347,0.0161028992960512,0.0213259837005326,0.51660184184754,0.523887722487802,0.519709385749999,-0.0176574795057031,0.0705972335982382,-0.0919619113249778
1.05399278186421,0.000348301215244763,-0.000212201014212081,0.0060817727464323,0.000136100201032682,0.00335702354829206,-0.000730914406650186,0.0196991046365846,0.0173430630569617,0.521611723592527,0.517741896080223,0.507758471489786,0.000350784182933629,0.0751118691530926,-0.0921758393447845
1.05523619083774,0.00230669212732493,0.000348301215244763,-0.000212201014212081,0.0026549933425697,0.00600643234300005,-0.00578169618136616,0.0337500420823467,0.00821976704060099,0.513338288538688,0.509882436919841,0.49850097715155,-0.0119472809221019,0.0886963557688018,-0.093025999114507
1.04097053335835,-0.0125761926214603,0.00230669212732493,0.000348301215244763,-0.0102695004941354,-0.00414392616476072,-0.00794504181600962,0.0246127851309491,-0.00364758698092031,0.543925271899927,0.517146428473106,0.510446745747671,0.0273764487548088,0.0963838250391195,-0.069640673818766
1.05105241561496,0.0108179419525066,-0.0125761926214603,0.00230669212732493,-0.00175825066895369,0.000544105164646223,-0.00173268805640189,0.0358019962598293,-0.00854452647686274,0.503144759126118,0.506288381004575,0.506784869155156,0.00860596631884615,0.0678755728648457,-0.0591196344871052
1.05532771266091,0.00516618811450448,0.0108179419525066,-0.0125761926214603,0.0159841300670111,0.0059265628656483,-0.00588088900430646,0.0346143943040739,-0.00647321180304536,0.499153819607806,0.506662424480511,0.492068372645275,0.00851779405370679,0.0741927131377315,-0.0592929453523015
1.05280970933192,-0.00134712559105812,0.00516618811450448,0.0108179419525066,0.00381906252344636,0.00422168181793453,0.00335702354829206,0.0364345873104998,-0.00587765764458311,0.525551277544242,0.512973666510013,0.503422836506623,0.000750429973699027,0.0984462255805006,-0.082657071157748
