ydatestr,ydate,cp
1967-05-12,718564,93.48
1967-05-15,718567,92.71
1967-05-16,718568,93.14
1967-05-17,718569,92.78
1967-05-18,718570,92.53
1967-05-19,718571,92.07
1967-05-22,718574,91.67
1967-05-23,718575,91.23
1967-05-24,718576,90.18
1967-05-25,718577,91.19
1967-05-26,718578,90.98
1967-05-29,718581,90.49
1967-05-31,718583,89.08
1967-06-01,718584,90.23
1967-06-02,718585,89.79
1967-06-05,718588,88.43
1967-06-06,718589,90.23
1967-06-07,718590,90.91
1967-06-08,718591,91.4
1967-06-09,718592,91.56
1967-06-12,718595,92.04
1967-06-13,718596,92.62
1967-06-14,718597,92.4
1967-06-15,718598,92.49
1967-06-16,718599,92.54
1967-06-19,718602,92.51
1967-06-20,718603,92.48
1967-06-21,718604,92.2
1967-06-22,718605,91.97
1967-06-23,718606,92
1967-06-26,718609,91.64
1967-06-27,718610,91.3
1967-06-28,718611,91.31
1967-06-29,718612,90.85
1967-06-30,718613,90.64
1967-07-03,718616,90.91
1967-07-05,718618,91.36
1967-07-06,718619,91.32
1967-07-07,718620,91.69
1967-07-10,718623,92.05
1967-07-11,718624,92.48
1967-07-12,718625,92.4
1967-07-13,718626,92.42
1967-07-14,718627,92.74
1967-07-17,718630,92.75
1967-07-18,718631,93.5
1967-07-19,718632,93.65
1967-07-20,718633,93.85
1967-07-21,718634,94.04
1967-07-24,718637,93.73
1967-07-25,718638,93.24
1967-07-26,718639,94.06
1967-07-27,718640,94.35
1967-07-28,718641,94.49
1967-07-31,718644,94.75
1967-08-01,718645,95.37
1967-08-02,718646,95.78
1967-08-03,718647,95.66
1967-08-04,718648,95.83
1967-08-07,718651,95.58
1967-08-08,718652,95.69
1967-08-09,718653,95.78
1967-08-10,718654,95.53
1967-08-11,718655,95.15
1967-08-14,718658,94.64
1967-08-15,718659,94.77
1967-08-16,718660,94.55
1967-08-17,718661,94.63
1967-08-18,718662,94.78
1967-08-21,718665,94.25
1967-08-22,718666,93.74
1967-08-23,718667,93.61
1967-08-24,718668,93.09
1967-08-25,718669,92.7
1967-08-28,718672,92.64
1967-08-29,718673,92.88
1967-08-30,718674,93.07
1967-08-31,718675,93.64
1967-09-01,718676,93.68
1967-09-05,718680,94.21
1967-09-06,718681,94.39
1967-09-07,718682,94.33
1967-09-08,718683,94.36
1967-09-11,718686,94.54
1967-09-12,718687,94.99
1967-09-13,718688,95.99
1967-09-14,718689,96.2
1967-09-15,718690,96.27
1967-09-18,718693,96.53
1967-09-19,718694,96.17
1967-09-20,718695,96.13
1967-09-21,718696,96.75
1967-09-22,718697,97
1967-09-25,718700,97.59
1967-09-26,718701,96.76
1967-09-27,718702,96.79
1967-09-28,718703,96.79
1967-09-29,718704,96.71
1967-10-02,718707,96.32
1967-10-03,718708,96.65
1967-10-04,718709,96.43
1967-10-05,718710,96.67
1967-10-06,718711,97.26
1967-10-09,718714,97.51
1967-10-10,718715,96.84
1967-10-11,718716,96.37
1967-10-12,718717,95.75
1967-10-13,718718,96
1967-10-16,718721,95.25
1967-10-17,718722,95
1967-10-18,718723,95.25
1967-10-19,718724,95.43
1967-10-20,718725,95.38
1967-10-23,718728,94.96
1967-10-24,718729,94.42
1967-10-25,718730,94.52
1967-10-26,718731,94.94
1967-10-27,718732,94.96
1967-10-30,718735,94.79
1967-10-31,718736,93.3
1967-11-01,718737,92.71
1967-11-02,718738,92.34
1967-11-03,718739,91.78
1967-11-06,718742,91.48
1967-11-08,718744,91.14
1967-11-09,718745,91.59
1967-11-10,718746,92.21
1967-11-13,718749,91.97
1967-11-14,718750,91.39
1967-11-15,718751,91.76
1967-11-16,718752,92.6
1967-11-17,718753,92.82
1967-11-20,718756,91.65
1967-11-21,718757,93.1
1967-11-22,718758,93.65
1967-11-24,718760,93.9
1967-11-27,718763,94.17
1967-11-28,718764,94.49
1967-11-29,718765,94.47
1967-11-30,718766,94
1967-12-01,718767,94.5
1967-12-04,718770,95.1
1967-12-05,718771,95.23
1967-12-06,718772,95.64
1967-12-07,718773,95.53
1967-12-08,718774,95.42
1967-12-11,718777,95.12
1967-12-12,718778,95.01
1967-12-13,718779,95.34
1967-12-14,718780,95.47
1967-12-15,718781,95.03
1967-12-18,718784,94.77
1967-12-19,718785,94.63
1967-12-20,718786,95.15
1967-12-21,718787,95.38
1967-12-22,718788,95.2
1967-12-26,718792,95.26
1967-12-27,718793,95.91
1967-12-28,718794,95.89
1967-12-29,718795,96.47
1968-01-02,718799,96.11
1968-01-03,718800,95.67
1968-01-04,718801,95.36
1968-01-05,718802,95.94
1968-01-08,718805,96.62
1968-01-09,718806,96.5
1968-01-10,718807,96.52
1968-01-11,718808,96.62
1968-01-12,718809,96.72
1968-01-15,718812,96.42
1968-01-16,718813,95.82
1968-01-17,718814,95.64
1968-01-18,718815,95.56
1968-01-19,718816,95.24
1968-01-22,718819,94.03
1968-01-23,718820,93.66
1968-01-24,718821,93.17
1968-01-25,718822,93.3
1968-01-26,718823,93.45
1968-01-29,718826,93.35
1968-01-30,718827,92.89
1968-01-31,718828,92.24
1968-02-01,718829,92.56
1968-02-02,718830,92.27
1968-02-05,718833,91.87
1968-02-06,718834,91.9
1968-02-07,718835,92.06
1968-02-08,718836,90.9
1968-02-09,718837,89.86
1968-02-13,718841,89.07
1968-02-14,718842,90.14
1968-02-15,718843,90.3
1968-02-16,718844,89.96
1968-02-19,718847,90.31
1968-02-20,718848,91.24
1968-02-21,718849,91.24
1968-02-23,718851,90.89
1968-02-26,718854,90.18
1968-02-27,718855,90.53
1968-02-28,718856,90.08
1968-02-29,718857,89.36
1968-03-01,718858,89.11
1968-03-04,718861,87.92
1968-03-05,718862,87.72
1968-03-06,718863,89.26
1968-03-07,718864,89.1
1968-03-08,718865,89.03
1968-03-11,718868,90.13
1968-03-12,718869,90.23
1968-03-13,718870,90.03
1968-03-14,718871,88.32
1968-03-15,718872,89.1
1968-03-18,718875,89.59
1968-03-19,718876,88.99
1968-03-20,718877,88.98
1968-03-21,718878,88.33
1968-03-22,718879,88.42
1968-03-25,718882,88.33
1968-03-26,718883,88.93
1968-03-27,718884,89.66
1968-03-28,718885,89.57
1968-03-29,718886,90.2
1968-04-01,718889,92.48
1968-04-02,718890,92.64
1968-04-03,718891,93.47
1968-04-04,718892,93.84
1968-04-05,718893,93.29
1968-04-08,718896,94.95
1968-04-10,718898,95.67
1968-04-11,718899,96.53
1968-04-15,718903,96.59
1968-04-16,718904,96.62
1968-04-17,718905,96.81
1968-04-18,718906,97.08
1968-04-19,718907,95.85
1968-04-22,718910,95.32
1968-04-23,718911,96.62
1968-04-24,718912,96.92
1968-04-25,718913,96.62
1968-04-26,718914,97.21
1968-04-29,718917,97.97
1968-04-30,718918,97.46
1968-05-01,718919,97.97
1968-05-02,718920,98.59
1968-05-03,718921,98.66
1968-05-06,718924,98.35
1968-05-07,718925,98.9
1968-05-08,718926,98.91
1968-05-09,718927,98.39
1968-05-10,718928,98.5
1968-05-13,718931,98.19
1968-05-14,718932,98.12
1968-05-15,718933,98.07
1968-05-16,718934,97.6
1968-05-17,718935,96.9
1968-05-20,718938,96.45
1968-05-21,718939,96.93
1968-05-22,718940,97.18
1968-05-23,718941,96.97
1968-05-24,718942,97.15
1968-05-27,718945,96.99
1968-05-28,718946,97.62
1968-05-29,718947,97.92
1968-05-31,718949,98.68
1968-06-03,718952,99.99
1968-06-04,718953,100.38
1968-06-05,718954,99.89
1968-06-06,718955,100.65
1968-06-07,718956,101.27
1968-06-10,718959,101.41
1968-06-11,718960,101.66
1968-06-13,718962,101.25
1968-06-14,718963,101.13
1968-06-17,718966,100.13
1968-06-18,718967,99.99
1968-06-20,718969,101.51
1968-06-21,718970,100.66
1968-06-24,718973,100.39
1968-06-25,718974,100.08
1968-06-27,718976,99.98
1968-06-28,718977,99.58
1968-07-01,718980,99.4
1968-07-02,718981,99.74
1968-07-03,718982,100.91
1968-07-08,718987,101.94
1968-07-09,718988,102.23
1968-07-11,718990,102.39
1968-07-12,718991,102.34
1968-07-15,718994,102.26
1968-07-16,718995,101.7
1968-07-18,718997,101.44
1968-07-19,718998,100.46
1968-07-22,719001,99.33
1968-07-23,719002,99.21
1968-07-25,719004,97.94
1968-07-26,719005,98.34
1968-07-29,719008,97.65
1968-07-30,719009,97.74
1968-08-01,719011,97.28
1968-08-02,719012,96.63
1968-08-05,719015,96.85
1968-08-06,719016,97.25
1968-08-08,719018,97.04
1968-08-09,719019,97.01
1968-08-12,719022,98.01
1968-08-13,719023,98.53
1968-08-15,719025,98.07
1968-08-16,719026,98.68
1968-08-19,719029,99
1968-08-20,719030,98.96
1968-08-22,719032,98.7
1968-08-23,719033,98.69
1968-08-26,719036,98.94
1968-08-27,719037,98.81
1968-08-29,719039,98.74
1968-08-30,719040,98.86
1968-09-03,719044,99.32
1968-09-04,719045,100.02
1968-09-05,719046,100.74
1968-09-06,719047,101.2
1968-09-09,719050,101.23
1968-09-10,719051,100.73
1968-09-12,719053,100.52
1968-09-13,719054,100.86
1968-09-16,719057,101.24
1968-09-17,719058,101.5
1968-09-19,719060,101.59
1968-09-20,719061,101.66
1968-09-23,719064,102.24
1968-09-24,719065,102.59
1968-09-26,719067,102.36
1968-09-27,719068,102.31
1968-09-30,719071,102.67
1968-10-01,719072,102.86
1968-10-03,719074,103.22
1968-10-04,719075,103.71
1968-10-07,719078,103.7
1968-10-08,719079,103.74
1968-10-10,719081,103.29
1968-10-11,719082,103.18
1968-10-14,719085,103.32
1968-10-15,719086,103.53
1968-10-17,719088,104.01
1968-10-18,719089,104.82
1968-10-21,719092,104.99
1968-10-22,719093,104.57
1968-10-24,719095,103.84
1968-10-25,719096,104.2
1968-10-28,719099,103.9
1968-10-29,719100,103.3
1968-10-31,719102,103.41
1968-11-01,719103,103.06
1968-11-04,719106,103.1
1968-11-06,719108,103.27
1968-11-07,719109,103.5
1968-11-08,719110,103.95
1968-11-12,719114,104.62
1968-11-13,719115,105.13
1968-11-14,719116,105.2
1968-11-15,719117,105.78
1968-11-18,719120,105.92
1968-11-19,719121,106.14
1968-11-21,719123,105.97
1968-11-22,719124,106.3
1968-11-25,719127,106.48
1968-11-26,719128,107.26
1968-11-27,719129,107.76
1968-11-29,719131,108.37
1968-12-02,719134,108.12
1968-12-03,719135,108.02
1968-12-05,719137,107.67
1968-12-06,719138,107.93
1968-12-09,719141,107.66
1968-12-10,719142,107.39
1968-12-12,719144,107.32
1968-12-13,719145,107.58
1968-12-16,719148,107.1
1968-12-17,719149,106.66
1968-12-19,719151,106.97
1968-12-20,719152,106.34
1968-12-23,719155,105.21
1968-12-24,719156,105.04
1968-12-26,719158,105.15
1968-12-27,719159,104.74
1968-12-30,719162,103.8
1968-12-31,719163,103.86
1969-01-02,719165,103.93
1969-01-03,719166,103.99
1969-01-06,719169,102.47
1969-01-07,719170,101.22
1969-01-08,719171,100.8
1969-01-09,719172,101.22
1969-01-10,719173,100.93
1969-01-13,719176,100.44
1969-01-14,719177,101.13
1969-01-15,719178,101.62
1969-01-16,719179,102.18
1969-01-17,719180,102.03
1969-01-20,719183,101.69
1969-01-21,719184,101.63
1969-01-22,719185,101.98
1969-01-23,719186,102.43
1969-01-24,719187,102.38
1969-01-27,719190,102.4
1969-01-28,719191,102.41
1969-01-29,719192,102.51
1969-01-30,719193,102.55
1969-01-31,719194,103.01
1969-02-03,719197,102.89
1969-02-04,719198,102.92
1969-02-05,719199,103.2
1969-02-06,719200,103.54
1969-02-07,719201,103.53
1969-02-11,719205,103.65
1969-02-12,719206,103.63
1969-02-13,719207,103.71
1969-02-14,719208,103.61
1969-02-17,719211,102.44
1969-02-18,719212,101.4
1969-02-19,719213,100.65
1969-02-20,719214,99.79
1969-02-24,719218,98.6
1969-02-25,719219,97.98
1969-02-26,719220,98.45
1969-02-27,719221,98.14
1969-02-28,719222,98.13
1969-03-03,719225,98.38
1969-03-04,719226,99.32
1969-03-05,719227,99.71
1969-03-06,719228,98.7
1969-03-07,719229,98.65
1969-03-10,719232,98.99
1969-03-11,719233,99.32
1969-03-12,719234,99.05
1969-03-13,719235,98.39
1969-03-14,719236,98
1969-03-17,719239,98.25
1969-03-18,719240,98.49
1969-03-19,719241,99.21
1969-03-20,719242,99.84
1969-03-21,719243,99.63
1969-03-24,719246,99.5
1969-03-25,719247,99.66
1969-03-26,719248,100.39
1969-03-27,719249,101.1
1969-03-28,719250,101.51
1969-04-01,719254,101.42
1969-04-02,719255,100.78
1969-04-03,719256,100.68
1969-04-07,719260,99.89
1969-04-08,719261,100.14
1969-04-09,719262,101.02
1969-04-10,719263,101.55
1969-04-11,719264,101.65
1969-04-14,719267,101.57
1969-04-15,719268,101.53
1969-04-16,719269,100.63
1969-04-17,719270,100.78
1969-04-18,719271,101.24
1969-04-21,719274,100.56
1969-04-22,719275,100.78
1969-04-23,719276,100.8
1969-04-24,719277,101.27
1969-04-25,719278,101.72
1969-04-28,719281,102.03
1969-04-29,719282,102.79
1969-04-30,719283,103.69
1969-05-01,719284,103.51
1969-05-02,719285,104
1969-05-05,719288,104.37
1969-05-06,719289,104.86
1969-05-07,719290,104.67
1969-05-08,719291,105.1
1969-05-09,719292,105.05
1969-05-12,719295,104.89
1969-05-13,719296,105.34
1969-05-14,719297,106.16
1969-05-15,719298,105.85
1969-05-16,719299,105.94
1969-05-19,719302,104.97
1969-05-20,719303,104.04
1969-05-21,719304,104.47
1969-05-22,719305,104.6
1969-05-23,719306,104.59
1969-05-26,719309,104.36
1969-05-27,719310,103.57
1969-05-28,719311,103.26
1969-05-29,719312,103.46
1969-06-02,719316,102.94
1969-06-03,719317,102.63
1969-06-04,719318,102.59
1969-06-05,719319,102.76
1969-06-06,719320,102.12
1969-06-09,719323,101.2
1969-06-10,719324,100.42
1969-06-11,719325,99.05
1969-06-12,719326,98.26
1969-06-13,719327,98.65
1969-06-16,719330,98.32
1969-06-17,719331,97.95
1969-06-18,719332,97.81
1969-06-19,719333,97.24
1969-06-20,719334,96.67
1969-06-23,719337,96.23
1969-06-24,719338,97.32
1969-06-25,719339,97.01
1969-06-26,719340,97.25
1969-06-27,719341,97.33
1969-06-30,719344,97.71
1969-07-01,719345,98.08
1969-07-02,719346,98.94
1969-07-03,719347,99.61
1969-07-07,719351,99.03
1969-07-08,719352,97.63
1969-07-09,719353,96.88
1969-07-10,719354,95.38
1969-07-11,719355,95.77
1969-07-14,719358,94.55
1969-07-15,719359,94.24
1969-07-16,719360,95.18
1969-07-17,719361,95.76
1969-07-18,719362,94.95
1969-07-22,719366,93.52
1969-07-23,719367,93.12
1969-07-24,719368,92.8
1969-07-25,719369,92.06
1969-07-28,719372,90.21
1969-07-29,719373,89.48
1969-07-30,719374,89.93
1969-07-31,719375,91.83
1969-08-01,719376,93.47
1969-08-04,719379,92.99
1969-08-05,719380,93.41
1969-08-06,719381,93.92
1969-08-07,719382,93.99
1969-08-08,719383,93.94
1969-08-11,719386,93.36
1969-08-12,719387,92.63
1969-08-13,719388,92.7
1969-08-14,719389,93.34
1969-08-15,719390,94
1969-08-18,719393,94.57
1969-08-19,719394,95.07
1969-08-20,719395,95.07
1969-08-21,719396,95.35
1969-08-22,719397,95.92
1969-08-25,719400,94.93
1969-08-26,719401,94.3
1969-08-27,719402,94.49
1969-08-28,719403,94.89
1969-08-29,719404,95.51
1969-09-02,719408,95.54
1969-09-03,719409,94.98
1969-09-04,719410,94.2
1969-09-05,719411,93.64
1969-09-08,719414,92.7
1969-09-09,719415,93.38
1969-09-10,719416,94.95
1969-09-11,719417,94.22
1969-09-12,719418,94.13
1969-09-15,719421,94.87
1969-09-16,719422,94.95
1969-09-17,719423,94.76
1969-09-18,719424,94.9
1969-09-19,719425,95.19
1969-09-22,719428,95.63
1969-09-23,719429,95.63
1969-09-24,719430,95.5
1969-09-25,719431,94.77
1969-09-26,719432,94.16
1969-09-29,719435,93.41
1969-09-30,719436,93.12
1969-10-01,719437,92.52
1969-10-02,719438,93.24
1969-10-03,719439,93.19
1969-10-06,719442,93.38
1969-10-07,719443,93.09
1969-10-08,719444,92.67
1969-10-09,719445,93.03
1969-10-10,719446,93.56
1969-10-13,719449,94.55
1969-10-14,719450,95.7
1969-10-15,719451,95.72
1969-10-16,719452,96.37
1969-10-17,719453,96.26
1969-10-20,719456,96.46
1969-10-21,719457,97.2
1969-10-22,719458,97.83
1969-10-23,719459,97.46
1969-10-24,719460,98.12
1969-10-27,719463,97.97
1969-10-28,719464,97.66
1969-10-29,719465,96.81
1969-10-30,719466,96.93
1969-10-31,719467,97.12
1969-11-03,719470,97.15
1969-11-04,719471,97.21
1969-11-05,719472,97.64
1969-11-06,719473,97.67
1969-11-07,719474,98.26
1969-11-10,719477,98.33
1969-11-11,719478,98.07
1969-11-12,719479,97.89
1969-11-13,719480,97.42
1969-11-14,719481,97.07
1969-11-17,719484,96.41
1969-11-18,719485,96.39
1969-11-19,719486,95.9
1969-11-20,719487,94.91
1969-11-21,719488,94.32
1969-11-24,719491,93.24
1969-11-25,719492,92.94
1969-11-26,719493,93.27
1969-11-28,719495,93.81
1969-12-01,719498,93.22
1969-12-02,719499,92.65
1969-12-03,719500,91.65
1969-12-04,719501,91.95
1969-12-05,719502,91.73
1969-12-08,719505,90.84
1969-12-09,719506,90.55
1969-12-10,719507,90.48
1969-12-11,719508,90.52
1969-12-12,719509,90.81
1969-12-15,719512,90.54
1969-12-16,719513,89.72
1969-12-17,719514,89.2
1969-12-18,719515,90.61
1969-12-19,719516,91.38
1969-12-22,719519,90.58
1969-12-23,719520,90.23
1969-12-24,719521,91.18
1969-12-26,719523,91.89
1969-12-29,719526,91.25
1969-12-30,719527,91.6
1969-12-31,719528,92.06
1970-01-02,719530,93
1970-01-05,719533,93.46
1970-01-06,719534,92.82
1970-01-07,719535,92.63
1970-01-08,719536,92.68
1970-01-09,719537,92.4
1970-01-12,719540,91.7
1970-01-13,719541,91.92
1970-01-14,719542,91.65
1970-01-15,719543,91.68
1970-01-16,719544,90.92
1970-01-19,719547,89.65
1970-01-20,719548,89.83
1970-01-21,719549,89.95
1970-01-22,719550,90.04
1970-01-23,719551,89.37
1970-01-26,719554,88.17
1970-01-27,719555,87.62
1970-01-28,719556,86.79
1970-01-29,719557,85.69
1970-01-30,719558,85.02
1970-02-02,719561,85.75
1970-02-03,719562,86.77
1970-02-04,719563,86.24
1970-02-05,719564,85.9
1970-02-06,719565,86.33
1970-02-09,719568,87.01
1970-02-10,719569,86.1
1970-02-11,719570,86.94
1970-02-12,719571,86.73
1970-02-13,719572,86.54
1970-02-16,719575,86.47
1970-02-17,719576,86.37
1970-02-18,719577,87.44
1970-02-19,719578,87.76
1970-02-20,719579,88.03
1970-02-24,719583,87.99
1970-02-25,719584,89.35
1970-02-26,719585,88.9
1970-02-27,719586,89.5
1970-03-02,719589,89.71
1970-03-03,719590,90.23
1970-03-04,719591,90.04
1970-03-05,719592,90
1970-03-06,719593,89.44
1970-03-09,719596,88.51
1970-03-10,719597,88.75
1970-03-11,719598,88.69
1970-03-12,719599,88.33
1970-03-13,719600,87.86
1970-03-16,719603,86.91
1970-03-17,719604,87.29
1970-03-18,719605,87.54
1970-03-19,719606,87.42
1970-03-20,719607,87.06
1970-03-23,719610,86.99
1970-03-24,719611,87.98
1970-03-25,719612,89.77
1970-03-26,719613,89.92
1970-03-30,719617,89.63
1970-03-31,719618,89.63
1970-04-01,719619,90.07
1970-04-02,719620,89.79
1970-04-03,719621,89.39
1970-04-06,719624,88.76
1970-04-07,719625,88.52
1970-04-08,719626,88.49
1970-04-09,719627,88.53
1970-04-10,719628,88.24
1970-04-13,719631,87.64
1970-04-14,719632,86.89
1970-04-15,719633,86.73
1970-04-16,719634,85.88
1970-04-17,719635,85.67
1970-04-20,719638,85.83
1970-04-21,719639,85.38
1970-04-22,719640,84.27
1970-04-23,719641,83.04
1970-04-24,719642,82.77
1970-04-27,719645,81.46
1970-04-28,719646,80.27
1970-04-29,719647,81.81
1970-04-30,719648,81.52
1970-05-01,719649,81.44
1970-05-04,719652,79.37
1970-05-05,719653,78.6
1970-05-06,719654,79.47
1970-05-07,719655,79.83
1970-05-08,719656,79.44
1970-05-11,719659,78.6
1970-05-12,719660,77.85
1970-05-13,719661,76.53
1970-05-14,719662,75.44
1970-05-15,719663,76.9
1970-05-18,719666,76.96
1970-05-19,719667,75.46
1970-05-20,719668,73.52
1970-05-21,719669,72.16
1970-05-22,719670,72.25
1970-05-25,719673,70.25
1970-05-26,719674,69.29
1970-05-27,719675,72.77
1970-05-28,719676,74.61
1970-05-29,719677,76.55
1970-06-01,719680,77.84
1970-06-02,719681,77.84
1970-06-03,719682,78.52
1970-06-04,719683,77.36
1970-06-05,719684,76.17
1970-06-08,719687,76.29
1970-06-09,719688,76.25
1970-06-10,719689,75.48
1970-06-11,719690,74.45
1970-06-12,719691,73.88
1970-06-15,719694,74.58
1970-06-16,719695,76.15
1970-06-17,719696,76
1970-06-18,719697,76.51
1970-06-19,719698,77.05
1970-06-22,719701,76.64
1970-06-23,719702,74.76
1970-06-24,719703,73.97
1970-06-25,719704,74.02
1970-06-26,719705,73.47
1970-06-29,719708,72.89
1970-06-30,719709,72.72
1970-07-01,719710,72.94
1970-07-02,719711,72.92
1970-07-06,719715,71.78
1970-07-07,719716,71.23
1970-07-08,719717,73
1970-07-09,719718,74.06
1970-07-10,719719,74.45
1970-07-13,719722,74.55
1970-07-14,719723,74.42
1970-07-15,719724,75.23
1970-07-16,719725,76.34
1970-07-17,719726,77.69
1970-07-20,719729,77.79
1970-07-21,719730,76.98
1970-07-22,719731,77.03
1970-07-23,719732,78
1970-07-24,719733,77.82
1970-07-27,719736,77.65
1970-07-28,719737,77.77
1970-07-29,719738,78.04
1970-07-30,719739,78.07
1970-07-31,719740,78.05
1970-08-03,719743,77.02
1970-08-04,719744,77.19
1970-08-05,719745,77.18
1970-08-06,719746,77.08
1970-08-07,719747,77.28
1970-08-10,719750,76.2
1970-08-11,719751,75.82
1970-08-12,719752,75.42
1970-08-13,719753,74.76
1970-08-14,719754,75.18
1970-08-17,719757,75.33
1970-08-18,719758,76.2
1970-08-19,719759,76.96
1970-08-20,719760,77.84
1970-08-21,719761,79.24
1970-08-24,719764,80.99
1970-08-25,719765,81.12
1970-08-26,719766,81.21
1970-08-27,719767,81.08
1970-08-28,719768,81.86
1970-08-31,719771,81.52
1970-09-01,719772,80.95
1970-09-02,719773,80.96
1970-09-03,719774,82.09
1970-09-04,719775,82.83
1970-09-08,719779,83.04
1970-09-09,719780,82.79
1970-09-10,719781,82.3
1970-09-11,719782,82.52
1970-09-14,719785,82.07
1970-09-15,719786,81.36
1970-09-16,719787,81.79
1970-09-17,719788,82.29
1970-09-18,719789,82.62
1970-09-21,719792,81.91
1970-09-22,719793,81.86
1970-09-23,719794,81.91
1970-09-24,719795,81.66
1970-09-25,719796,82.83
1970-09-28,719799,83.91
1970-09-29,719800,83.86
1970-09-30,719801,84.3
1970-10-01,719802,84.32
1970-10-02,719803,85.16
1970-10-05,719806,86.47
1970-10-06,719807,86.85
1970-10-07,719808,86.89
1970-10-08,719809,85.95
1970-10-09,719810,85.08
1970-10-12,719813,84.17
1970-10-13,719814,84.06
1970-10-14,719815,84.19
1970-10-15,719816,84.65
1970-10-16,719817,84.28
1970-10-19,719820,83.15
1970-10-20,719821,83.64
1970-10-21,719822,83.66
1970-10-22,719823,83.38
1970-10-23,719824,83.77
1970-10-26,719827,83.31
1970-10-27,719828,83.12
1970-10-28,719829,83.43
1970-10-29,719830,83.36
1970-10-30,719831,83.25
1970-11-02,719834,83.51
1970-11-03,719835,84.22
1970-11-04,719836,84.39
1970-11-05,719837,84.1
1970-11-06,719838,84.22
1970-11-09,719841,84.67
1970-11-10,719842,84.79
1970-11-11,719843,85.03
1970-11-12,719844,84.15
1970-11-13,719845,83.37
1970-11-16,719848,83.24
1970-11-17,719849,83.47
1970-11-18,719850,82.79
1970-11-19,719851,82.91
1970-11-20,719852,83.72
1970-11-23,719855,84.24
1970-11-24,719856,84.78
1970-11-25,719857,85.09
1970-11-27,719859,85.93
1970-11-30,719862,87.2
1970-12-01,719863,87.47
1970-12-02,719864,88.48
1970-12-03,719865,88.9
1970-12-04,719866,89.46
1970-12-07,719869,89.94
1970-12-08,719870,89.47
1970-12-09,719871,89.54
1970-12-10,719872,89.92
1970-12-11,719873,90.26
1970-12-14,719876,89.8
1970-12-15,719877,89.66
