ydatestr,ydate,cp,cpma,n1dg1,n1dg2,n1dg3,n1wlagd,n2wlagd,n1mlagd,n2mlagd,n1dg,n2dg,n1wg,yvalue1d,yvalue2d,yvalue1w,yr,upprob,upprob1d,corrp1d,upprob2d,corrp2d,upprob1w,corrp1w,nxt_prob1d,nxt_prob2d,nxt_prob1w
2000-01-03,730488,1455.22,1.07132881671474,-0.00954908967160114,0.00326397946014597,0.000690145272163223,-0.00129023402649089,0.02538299684032,0.0152933789157888,0.0518552222156988,-0.0383447176371957,-0.0364961998873023,0.00163549154079787,1,1,1,2000,0.506981312343374,0.475171024799798,0.0296907173830258,0.464424529554148,0.1753568728238,0.503403298079923,0.019145560382051,0.506981312343374,0.469010920361812,0.48802096739729
2000-01-04,730489,1399.42,1.02948156478961,-0.0383447176371957,-0.00954908967160114,0.00326397946014597,-0.0399544475392067,0.0279037296645489,-0.0167986341888387,0.0387526181735912,0.00192222492175317,0.00287976447385343,0.027968729902388,2,2,2,2000,0.5967904354811,0.442634011656907,0.051462986363824,0.450759600715013,0.205073395809754,0.515666043977611,0.0215599829412194,0.5967904354811,0.522988991943011,0.597197268421051
2000-01-05,730490,1402.11,1.03089599965061,0.00192222492175317,-0.0383447176371957,-0.00954908967160114,-0.0419212004427864,0.0209497499005881,-0.00501004137187151,0.0233549502182265,0.000955702476981225,0.0280719772343112,0.0214961736240381,2,2,2,2000,0.528692384537552,0.551090232888923,0.0471264455843735,0.584485667439618,0.200462421015904,0.589710665212418,0.0237323931987771,0.528692384537552,0.566908239652274,0.57839029487904
2000-01-06,730491,1403.45,1.03133011051094,0.000955702476981225,0.00192222492175317,-0.0383447176371957,-0.0416669511837047,0.0197335895775451,-0.000306293985240949,0.028272588772999,0.0270903844098471,0.0385834906836723,0.0329402543731519,2,2,2,2000,0.556042998343931,0.545319275281633,0.0487508428540601,0.571399961938909,0.230583292133431,0.566771345658979,0.050652523700237,0.556042998343931,0.504235662094341,0.586690876140067
2000-01-07,730492,1441.47,1.05851231241031,0.0270903844098471,0.000955702476981225,0.00192222492175317,-0.0189076059213884,0.00748110865778905,0.0236913309329528,0.0252282556463238,0.0111899657988025,-0.00201877250306984,0.0164276745266985,2,1,2,2000,0.421063379903005,0.552244803203054,0.0825704957037121,0.558081033580658,0.25614719753284,0.540696044455393,0.0757260272387655,0.421063379903005,0.452573108503836,0.396322256347726
2000-01-10,730495,1457.6,1.06937732101319,0.0111899657988025,0.0270903844098471,0.000955702476981225,0.00163549154079787,-0.00129023402649089,0.0286230452210241,0.0257553602710176,-0.0130625686059275,-0.0173916026344676,-0.00168770581778253,1,1,1,2000,0.434301818009966,0.502808871057801,0.0885676872796404,0.488980195770697,0.254476376593293,0.484723405101267,0.097268283790595,0.434301818009966,0.397602962139934,0.371919151801026
2000-01-11,730496,1438.56,1.05451903585868,-0.0130625686059275,0.0111899657988025,0.0270903844098471,0.027968729902388,-0.0399544475392067,0.0164921354983677,0.0137243384954802,-0.00438633077521963,0.0077299521743967,0.0120537203870538,1,2,2,2000,0.427020432228623,0.459551774815138,0.0888310333430147,0.435456650744703,0.272348310537351,0.431511238266548,0.106332144361498,0.427020432228623,0.384555290150417,0.318226419913387
2000-01-12,730497,1432.25,1.04915802550401,-0.00438633077521963,-0.0130625686059275,0.0111899657988025,0.0214961736240381,-0.0419212004427864,0.0207245023767611,0.00629666018832606,0.0121696631174726,0.0229708500610927,0.00930005236515967,2,2,2,2000,0.435155272214074,0.512360891185923,0.0826983676140514,0.511580792578722,0.260520932727475,0.477645173380789,0.0929803746241925,0.435155272214074,0.433958112650266,0.365956832333289
2000-01-13,730498,1449.68,1.06123048359821,0.0121696631174726,-0.00438633077521963,-0.0130625686059275,0.0329402543731519,-0.0416669511837047,0.0257194002816045,-0.00474624490342026,0.0106713205672976,0.00376634843551683,-0.00573919761602572,2,2,1,2000,0.414684390368632,0.552266965924297,0.0855787330828641,0.554910642066461,0.26320933295313,0.50050886737055,0.0966986592918811,0.414684390368632,0.416498210342529,0.365086407560032
2000-01-14,730499,1465.15,1.07175769432269,0.0106713205672976,0.0121696631174726,-0.00438633077521963,0.0164276745266985,-0.0189076059213884,0.032683009346058,0.00572052370792008,-0.00683206497628229,-0.00631334675630481,-0.0434221752039041,1,1,1,2000,0.420422953412973,0.522368167858776,0.114711198248042,0.517445717302732,0.264810368961818,0.490683327391495,0.0952141806966479,0.420422953412973,0.403571978586833,0.362867187569372
2000-01-18,730503,1455.14,1.06386455375468,-0.00683206497628229,0.0106713205672976,0.0121696631174726,-0.00168770581778253,0.00163549154079787,0.0240037156147303,-0.00274397518492012,0.000522286515386829,-0.00657668677927908,-0.0310004535646056,2,1,1,2000,0.45840622479946,0.471855318717002,0.111380322322083,0.468087300439616,0.25431550623318,0.486846939467715,0.106893954489086,0.45840622479946,0.430191786909167,0.411594306573725
2000-01-19,730504,1455.9,1.06369003930517,0.000522286515386829,-0.00683206497628229,0.0106713205672976,0.0120537203870538,0.027968729902388,0.0266626236698659,-0.00274964838255983,-0.00709526753211083,-0.00998694965313565,-0.0355862353183599,1,1,1,2000,0.4453123531159,0.483079239236579,0.0950516652721335,0.48485446757686,0.231568697440766,0.523968617334554,0.100892427196128,0.4453123531159,0.465568138657131,0.446138388661565
2000-01-20,730505,1445.57,1.05539261624526,-0.00709526753211083,0.000522286515386829,-0.00683206497628229,0.00930005236515967,0.0214961736240381,0.00846919626350772,0.00878995594465636,-0.00291234599500546,-0.0304654911211494,-0.0325200439964858,1,1,1,2000,0.487663594103616,0.484628074134896,0.0880264607546516,0.484658177183895,0.23304121836504,0.522005103314715,0.0912696406024047,0.487663594103616,0.461945570154237,0.4892436207462
2000-01-21,730506,1441.36,1.05141821389332,-0.00291234599500546,-0.00709526753211083,0.000522286515386829,-0.00573919761602572,0.0329402543731519,0.00364173159811423,0.0224185556441508,-0.0276336237997446,-0.0217364156074818,-0.0563356829660875,1,1,1,2000,0.486244103153935,0.490583483882489,0.0866303107135702,0.493004881123083,0.238697957287471,0.538854406581605,0.0786436863871584,0.486244103153935,0.482372108097919,0.495346632857456
2000-01-24,730509,1401.53,1.02175910272006,-0.0276336237997446,-0.00291234599500546,-0.00709526753211083,-0.0434221752039041,0.0164276745266985,-0.0389552504902834,0.0291162107996726,0.0060648006107611,0.00182657524277036,-0.00504448709624477,2,2,1,2000,0.581574523411028,0.470143773182159,0.087389592348412,0.477780146804244,0.244888341452322,0.53111617794232,0.0435039929866229,0.581574523411028,0.505179349849613,0.579801530228545
2000-01-25,730510,1410.03,1.02736447274373,0.0060648006107611,-0.0276336237997446,-0.00291234599500546,-0.0310004535646056,-0.00168770581778253,-0.0323038912909203,0.0285750589431181,-0.00421267632603566,-0.00813457869690718,-0.000531903576519649,1,1,1,2000,0.497787364883939,0.54976113094088,0.0878920945451463,0.564115860386785,0.231069793149165,0.568116765847698,0.032548709223917,0.497787364883939,0.524024825934704,0.506010474040869
2000-01-26,730511,1404.09,1.02240347280333,-0.00421267632603566,0.0060648006107611,-0.0276336237997446,-0.0355862353183599,0.0120537203870538,-0.036750682600881,0.0353948985317831,-0.00393849397118416,-0.0312871682014685,0.003582391442144,1,1,2,2000,0.555669728690969,0.523156181905704,0.118112475270612,0.53139341533635,0.223798543087513,0.552839715561694,0.0219056857868468,0.555669728690969,0.492135735681012,0.565512104504725
2000-01-27,730512,1398.56,1.01807042983514,-0.00393849397118416,-0.00421267632603566,0.0060648006107611,-0.0325200439964858,0.00930005236515967,-0.0443469585776175,0.0536751841372011,-0.0274568127216565,-0.00293158677496847,0.0188837089577852,1,1,2,2000,0.519686898409457,0.501239410847373,0.127295442921761,0.494803592296666,0.22525433913341,0.533587512572484,0.0337430593027383,0.519686898409457,0.494319204405218,0.499570034942269
2000-01-28,730513,1360.16,0.990047481022258,-0.0274568127216565,-0.00393849397118416,-0.00421267632603566,-0.0563356829660875,-0.00573919761602572,-0.0712271333656544,0.0477563460492803,0.0252176214562992,0.0361133984237148,0.0472076814492411,2,2,2,2000,0.603646670387805,0.483847375453117,0.119060544743619,0.487630662164948,0.225377605870984,0.52732506413578,0.0342528764052461,0.603646670387805,0.52026689304245,0.587712159354229
2000-01-31,730516,1394.46,1.01464255980451,0.0252176214562992,-0.0274568127216565,-0.00393849397118416,-0.00504448709624477,-0.0434221752039041,-0.0509035222052067,0.0427312212570261,0.0106277698894195,0.0105130301335283,0.0213559370652439,2,2,2,2000,0.44783153169656,0.595932460836389,0.107770410059352,0.595918904605402,0.210670082583418,0.555514522839017,0.0400958569661841,0.44783153169656,0.499531388347637,0.423994869137417
2000-02-01,730517,1409.28,1.02496639156381,0.0106277698894195,0.0252176214562992,-0.0274568127216565,-0.000531903576519649,-0.0310004535646056,-0.0315691098253185,0.0152933789157888,-0.000113533151680349,0.0111333446866485,0.023018846503179,1,2,2,2000,0.487554957309977,0.5427259733192,0.124885541404174,0.535000697170265,0.223583979437063,0.512711998322799,0.0533434564583127,0.487554957309977,0.422114222479724,0.446854516197827
2000-02-02,730518,1409.12,1.02442191247427,-0.000113533151680349,0.0106277698894195,0.0252176214562992,0.003582391442144,-0.0355862353183599,0.00693144302639652,-0.0167986341888387,0.0112481548768026,0.010822357215851,0.00183802656977415,2,2,1,2000,0.430565841874561,0.487472326105204,0.12649630298721,0.481562156381675,0.237461694409004,0.469236384993487,0.0541966333903364,0.430565841874561,0.416645963954479,0.349488824481127
2000-02-03,730519,1424.97,1.03533629956768,0.0112481548768026,-0.000113533151680349,0.0106277698894195,0.0188837089577852,-0.0325200439964858,0.0163039989729765,-0.00501004137187151,-0.000421061496031591,-0.000512291486838332,-0.00571240096282736,1,1,1,2000,0.41280433193085,0.524701225232878,0.119349806626251,0.522843648565351,0.237096047923719,0.492415781636646,0.0572249412438359,0.41280433193085,0.424921184005238,0.352911466298986
