ydate,cp,upprob1,upprob2,pctg,ydatestr
735577,181.4,0.58409642558864,0.546903716076209,-0.231532524807065,2013-12-09
735578,180.75,0.633692285979,0.568898592853552,0.0387275242046989,2013-12-10
735579,178.72,0.644816965596668,0.590504383798139,-0.044762757385862,2013-12-11
735580,178.13,0.682646968757091,0.592391744111967,0.207713467692138,2013-12-12
735581,178.11,0.660582933530333,0.597353518767829,0.471618662624207,2013-12-13
735584,179.22,0.620114083967489,0.555846556021356,0.0892757504742755,2013-12-16
735585,178.65,0.631183334186478,0.572721076288281,0.151133501259436,2013-12-17
735586,181.7,0.614864227934728,0.493292182045647,-0.286186020913584,2013-12-18
735587,181.49,0.616368115955991,0.53931022489721,-0.440795636123209,2013-12-19
735588,181.56,0.663127620368875,0.544771507626729,0.490196078431365,2013-12-20
735591,182.53,0.619143002738717,0.524212128585628,0.00547855147098609,2013-12-23
735592,182.93,0.637339610884222,0.537861358559661,0.224129448422892,2013-12-24
735594,183.86,0.623733305418871,0.523511510847009,0.130534102034146,2013-12-26
735595,183.85,0.625897518341348,0.536425978164483,0.0108784335055808,2013-12-27
735598,183.82,0.640470616063384,0.539867359219835,0.136002611250136,2013-12-30
735599,184.69,0.637348365247152,0.539490657184188,-0.384427960366023,2013-12-31
735601,182.92,0.675045313370743,0.60637149102567,0.169472993658431,2014-01-02
735602,182.89,0.666488028779159,0.565834657217817,0.32806605063154,2014-01-03
735605,182.36,0.653065672094958,0.572397378638211,0.400307084887031,2014-01-06
735606,183.48,0.617979205596968,0.523832956052204,-0.0163505559189019,2014-01-07
735607,183.52,0.651380195244846,0.565550297894138,0.321490845684396,2014-01-08
735608,183.64,0.627148483931487,0.519367272119703,0.168808538444785,2014-01-09
735609,184.14,0.634585250758959,0.52492520528849,-0.255240577821222,2014-01-10
735612,181.69,0.678230297672737,0.585101591225625,0.330232814133961,2014-01-13
735613,183.67,0.653315874191714,0.505313418788419,0.23411553329341,2014-01-14
735614,184.66,0.629748584292637,0.531593192117874,-0.205783602296109,2014-01-15
735615,184.42,0.639916946598619,0.527576308617828,-0.173516972128833,2014-01-16
735616,183.64,0.670421719541094,0.558114376425462,0.57721629274668,2014-01-17
735620,184.18,0.617890110728883,0.494060631045646,0.168313606254752,2014-01-21
735621,184.3,0.644342343803132,0.535941049648603,-0.504612045577866,2014-01-22
735622,182.79,0.701148508774499,0.590045335173438,-0.651020296515125,2014-01-23
735623,178.89,0.741520174940377,0.661642838460823,0.0950304656492906,2014-01-24
735626,178.01,0.727811018998197,0.615666924671696,0.0730296050783638,2014-01-27
735627,179.07,0.685069591800031,0.610455211778056,-0.832076841458637,2014-01-28
735628,177.35,0.716698794590569,0.672762081655686,0.834508034959131,2014-01-29
735629,179.23,0.606077482482628,0.537886923285867,-1.23863192545891,2014-01-30
735630,178.18,0.721946054403554,0.647608847083803,-0.117858345493326,2014-01-31
735633,174.17,0.67622547381358,0.633287544140495,0.44783831888385,2014-02-03
735634,175.39,0.666646842100207,0.581393009724658,-0.347796339586057,2014-02-04
735635,175.17,0.682744352323822,0.645197893751472,0.234058343323643,2014-02-05
735636,177.48,0.605204752769232,0.549753540470124,0.467658327698903,2014-02-06
735637,179.68,0.536599873973674,0.51875699062582,0.0111308993766595,2014-02-07
735640,180.01,0.547533243758751,0.514553309971871,0.0833287039608942,2014-02-10
735641,181.98,0.557410107382866,0.496212638222716,0.148367952522261,2014-02-11
735642,182.07,0.550973852984669,0.515097485055968,-0.675564343384407,2014-02-12
735643,183.01,0.647754637384339,0.55899540804978,-0.0928910988470507,2014-02-13
735644,184.02,0.594600380216942,0.543617268992131,0.0869470709705448,2014-02-14
735648,184.24,0.580868752394898,0.530733273997792,-0.260529743812428,2014-02-18
735649,183.02,0.633857654607233,0.593885050451967,0.136597093213856,2014-02-19
735650,184.1,0.615049252249749,0.548965446973189,0.190114068441062,2014-02-20
735651,183.89,0.606060496481855,0.56638843854335,0.212083310674868,2014-02-21
735654,184.91,0.597441286530058,0.528719177872582,0.0811205451300663,2014-02-24
735655,184.84,0.607556975171915,0.549060093505587,0.146072278727554,2014-02-25
735656,184.85,0.615250271024601,0.53876960909189,-0.146064376521494,2014-02-26
735657,185.82,0.631697460196758,0.545331478481308,-0.0161446561188253,2014-02-27
735658,186.29,0.618306120941378,0.536428225776622,-0.880347844758165,2014-02-28
735661,184.98,0.683398392619849,0.60878802884539,0.97848416044978,2014-03-03
735662,187.58,0.535286900208565,0.444822415136356,0.0852969399722767,2014-03-04
735663,187.75,0.567326322515153,0.51662816265178,0.245006657789618,2014-03-05
735664,188.18,0.56949172573602,0.485466440120316,0.414496758422787,2014-03-06
735665,188.26,0.580948531226305,0.503090853482348,-0.15404228195049,2014-03-07
735668,188.16,0.631221594680468,0.53338997846891,0.148809523809524,2014-03-10
735669,187.23,0.62779799355272,0.545943306577484,-0.486033221171819,2014-03-11
735670,187.28,0.670049039475704,0.578901592467734,0.299017513882957,2014-03-12
735671,185.18,0.636704113978927,0.571893898251357,-0.178204989739719,2014-03-13
735672,184.66,0.685061425718953,0.590077919221076,0.503628289829961,2014-03-14
735675,186.33,0.607306970583624,0.521345296662536,0.20393924757151,2014-03-17
735676,187.66,0.589024611484082,0.522409038350158,0.0106575722050571,2014-03-18
735677,186.66,0.609285546006851,0.535279831294419,-0.219650701810777,2014-03-19
735678,187.75,0.649192402095017,0.523174191874965,-0.02130492676431,2014-03-20
735679,186.2,0.62892656717025,0.567666092349995,0.343716433942006,2014-03-21
735682,185.43,0.606804880434046,0.529247249030021,0.506929838753167,2014-03-24
735683,186.31,0.581211954657226,0.524275350215292,0.39182008480489,2014-03-25
735684,184.97,0.579094820074182,0.528194875815057,-0.118938206195599,2014-03-26
735685,184.58,0.614610802101267,0.553454718177958,0.287138368187236,2014-03-27
735686,185.49,0.582971378857393,0.518904480091606,0.636152892339198,2014-03-28
735689,187.01,0.517679463751613,0.470341171344823,0.326185765467095,2014-03-31
735690,188.25,0.508467678379794,0.471284856720156,0.127490039840642,2014-04-01
735691,188.88,0.529026372813533,0.465646363414562,0.153536637018208,2014-04-02
735692,188.63,0.545480977145371,0.469937019345744,0.546042517096963,2014-04-03
735693,186.4,0.567055923625123,0.482271240622709,-0.241416309012885,2014-04-04
735696,184.34,0.660075171759854,0.56455069664155,-0.0433980687859458,2014-04-07
735697,185.1,0.645604828594619,0.552947931646861,0.270124257158293,2014-04-08
735698,187.09,0.576673454150763,0.517862155779899,-0.00534502111282853,2014-04-09
735699,183.16,0.59484374938566,0.578079441750695,-0.556890150687929,2014-04-10
735700,181.51,0.697034377889887,0.58347340394301,0.782326042642287,2014-04-11
735703,182.94,0.604750973847891,0.512355427132983,0.207718377610143,2014-04-14
735704,184.2,0.589291832957069,0.519710673510703,0.689467969598268,2014-04-15
735705,186.13,0.521669173237037,0.450034479049959,-0.134314726266588,2014-04-16
735706,186.39,0.587560441537078,0.495623403329674,0.0268254734696128,2014-04-17
735710,187.04,0.58083810483669,0.472780878301318,0.101582549187338,2014-04-21
735711,187.89,0.579222955331643,0.477780314561056,-0.0372558411836677,2014-04-22
735712,187.45,0.598324857671707,0.505398590213904,0.490797546012278,2014-04-23
735713,187.83,0.579539963856972,0.470067795031182,-0.324761752648679,2014-04-24
735714,186.29,0.638226211536367,0.5563638720411,0.407966074400139,2014-04-25
735717,186.88,0.594345301885343,0.481327914138273,0.321061643835613,2014-04-28
735718,187.75,0.582017721886103,0.500111633008184,-0.165113182423437,2014-04-29
735719,188.31,0.619337594393439,0.513897616700557,-0.0477935319420123,2014-04-30
735720,188.33,0.626381110072568,0.531106906760481,-0.0106196569850848,2014-05-01
735721,188.06,0.633857516195022,0.530482022902122,-0.489205572689576,2014-05-02
735724,188.42,0.670399236994265,0.558909027947501,-0.222906273219397,2014-05-05
735725,186.78,0.654141673891265,0.586645991140498,0.3372952136203,2014-05-06
735726,187.88,0.617265226845911,0.524732435482802,-0.090483287204592,2014-05-07
735727,187.68,0.63621582126724,0.582729384670707,0.0159846547314584,2014-05-08
735728,187.96,0.598236211582925,0.531060037674619,0.446903596509898,2014-05-09
735731,189.79,0.549380881705265,0.501822726291446,0.131724537646873,2014-05-12
735732,189.96,0.57028429049475,0.525356703521249,-0.0894925247420593,2014-05-13
735733,189.06,0.620099342359517,0.550158058485814,-0.200994393314289,2014-05-14
735734,187.4,0.658567335370188,0.585648269491691,0.0586979722518598,2014-05-15
735735,188.05,0.649725725819881,0.552517604258807,-0.191438447221491,2014-05-16
735738,188.74,0.634645441133999,0.57467948868682,-0.0476846455441366,2014-05-19
735739,187.55,0.612241559622444,0.575136124313983,0.287923220474536,2014-05-20
735740,189.13,0.600680282179394,0.524283372758951,0.0264368423835517,2014-05-21
735741,189.59,0.589188513373376,0.543056958146183,0.0896671765388404,2014-05-22
735742,190.35,0.574596208793822,0.510444801212195,0.372997110585767,2014-05-23
735746,191.52,0.566840131159508,0.51165924434773,0,2014-05-27
735747,191.38,0.60350748300366,0.536387953665345,0.229909081408714,2014-05-28
735748,192.37,0.601771799848831,0.515932341149626,-0.0935696834225746,2014-05-29
735749,192.68,0.620194693628738,0.540252170178902,0.140128710815851,2014-05-30
735752,192.9,0.606099715034866,0.519878412884215,-0.243649559357179,2014-06-02
735753,192.8,0.633700137513263,0.55645353308357,-0.171161825726148,2014-06-03
735754,193.19,0.611402893032223,0.547638453058332,0.113877529892851,2014-06-04
735755,194.45,0.591115150221412,0.533477920778462,0.215993828747758,2014-06-05
735756,195.38,0.579880371807559,0.518297214379104,-0.0153546934179553,2014-06-06
735759,195.58,0.581572097764637,0.529923672350909,-0.12271193373556,2014-06-09
735760,195.6,0.601769888512203,0.548445619209491,-0.357873210633941,2014-06-10
735761,194.92,0.638355554357664,0.582661426656935,-0.117997127026467,2014-06-11
735762,193.54,0.646131332759973,0.600104824036235,0.196341841479795,2014-06-12
735763,194.13,0.632749428683962,0.564270412534306,-0.123628496368418,2014-06-13
735766,194.29,0.637536814307017,0.58996866873072,-0.138967522775224,2014-06-16
735767,194.83,0.63230153168305,0.571420039535014,0,2014-06-17
735768,196.26,0.613103237226975,0.538734469537241,0.0866197900743992,2014-06-18
735769,196.48,0.600269184239878,0.536169467421657,-0.229030944625401,2014-06-19
735770,195.94,0.643981860588023,0.563744431782011,0.0255180157191035,2014-06-20
735773,195.88,0.635565699557288,0.558219075764794,-0.178680824994892,2014-06-23
735774,194.7,0.658232177526504,0.595341415160226,-0.210580380071904,2014-06-24
735775,195.58,0.663920085662669,0.579450032257442,0.0153389917169451,2014-06-25
735776,195.44,0.631870090362792,0.584672956650441,-0.235366352844867,2014-06-26
735777,195.82,0.646436166310535,0.579961131079028,-0.0612807680522952,2014-06-27
735780,195.72,0.633611870811191,0.581920781350469,0.245248313917837,2014-06-30
735781,197.03,0.603076383270106,0.532750340917137,0.0101507384662286,2014-07-01
735782,197.23,0.605976834890033,0.565734371545966,0.283932464635199,2014-07-02
735783,198.2,0.593823101244041,0.537385236785452,-0.191725529767909,2014-07-03
735787,197.51,0.633032517928595,0.582426430003555,-0.182269252189755,2014-07-07
735788,196.24,0.653580506055068,0.589989778307268,0.249694251936395,2014-07-08
