ydatestr,ydate,openp,cp
1999-04-09,730219,134.44,134.88
1999-04-12,730222,133.47,136.31
1999-04-13,730223,136.25,135.44
1999-04-14,730224,136.06,133.16
1999-04-15,730225,133.44,132.66
1999-04-16,730226,132.91,131.53
1999-04-19,730229,132.69,129.5
1999-04-20,730230,129.81,131.12
1999-04-21,730231,131.06,134.88
1999-04-22,730232,135.12,136.16
1999-04-23,730233,135.88,135.81
1999-04-26,730236,136.5,136.59
1999-04-27,730237,137.12,137.25
1999-04-28,730238,136.44,135.38
1999-04-29,730239,135.56,134.34
1999-04-30,730240,135.09,133.25
1999-05-03,730243,133.44,135.69
1999-05-04,730244,135.12,133.75
1999-05-05,730245,133.94,134.81
1999-05-06,730246,134.44,133.98
1999-05-07,730247,134.5,135
1999-05-10,730250,134.84,134.33
1999-05-11,730251,135.31,135.69
1999-05-12,730252,135.75,136.75
1999-05-13,730253,137.25,137.34
1999-05-14,730254,134.56,133.78
1999-05-17,730257,133.62,134.19
1999-05-18,730258,134.53,133.94
1999-05-19,730259,134.47,134.91
1999-05-20,730260,135.12,134.09
1999-05-21,730261,134.12,133.34
1999-05-24,730264,133.84,131.12
1999-05-25,730265,131.38,129
1999-05-26,730266,129.31,130.44
1999-05-27,730267,129.84,128.56
1999-05-28,730268,129,130.2
1999-06-01,730272,130.12,129.75
1999-06-02,730273,129.75,129.88
1999-06-03,730274,130.69,130.59
1999-06-04,730275,131.47,133.22
1999-06-07,730278,133.44,133.56
1999-06-08,730279,133.38,132.25
1999-06-09,730280,132.41,132.12
1999-06-10,730281,131.44,130.91
1999-06-11,730282,131.22,129.81
1999-06-14,730285,130.69,129.94
1999-06-15,730286,130.47,130.81
1999-06-16,730287,132.38,133.31
1999-06-17,730288,132.88,134.56
1999-06-18,730289,134.06,134.31
1999-06-21,730292,134.47,134.62
1999-06-22,730293,134,133.69
1999-06-23,730294,133,133.03
1999-06-24,730295,132.88,132.03
1999-06-25,730296,132.59,131.7
1999-06-28,730299,132.69,133.31
1999-06-29,730300,133,134.56
1999-06-30,730301,134.62,137
1999-07-01,730302,137,138.03
1999-07-02,730303,138.12,139.41
1999-07-06,730307,139.25,139.38
1999-07-07,730308,139.06,139.56
1999-07-08,730309,139.06,139.67
1999-07-09,730310,140,140.5
1999-07-12,730313,140.94,139.88
1999-07-13,730314,139.38,139.38
1999-07-14,730315,140,140.16
1999-07-15,730316,140.78,141.05
1999-07-16,730317,141.25,141.81
1999-07-19,730320,142.19,140.88
1999-07-20,730321,140.12,137.98
1999-07-21,730322,138.09,137.83
1999-07-22,730323,137.44,136.02
1999-07-23,730324,136.66,135.75
1999-07-26,730327,134.88,134.75
1999-07-27,730328,136,135.88
1999-07-28,730329,136.25,136.31
1999-07-29,730330,134.94,134.41
1999-07-30,730331,134.81,132.75
1999-08-02,730334,132.75,133.06
1999-08-03,730335,133.72,132.44
1999-08-04,730336,132.72,130.62
1999-08-05,730337,130.88,131.81
1999-08-06,730338,131.22,130.38
1999-08-09,730341,130.59,130.09
1999-08-10,730342,129.88,128.66
1999-08-11,730343,129.69,130.22
1999-08-12,730344,130.69,130.14
1999-08-13,730345,131.62,133.16
1999-08-16,730348,133.12,133.75
1999-08-17,730349,134.44,134.62
1999-08-18,730350,134.2,133.66
1999-08-19,730351,132.38,132.56
1999-08-20,730352,133.06,133.91
1999-08-23,730355,134.81,136.47
1999-08-24,730356,136.06,136.97
1999-08-25,730357,137.19,138.38
1999-08-26,730358,138.28,136.72
1999-08-27,730359,136.88,135.06
1999-08-30,730362,135.34,132.56
1999-08-31,730363,132.94,132.06
1999-09-01,730364,132.94,133.69
1999-09-02,730365,132.12,132.11
1999-09-03,730366,134.88,135.97
1999-09-07,730370,136.06,135.47
1999-09-08,730371,134.84,134.81
1999-09-09,730372,134.75,134.75
1999-09-10,730373,136.25,135.88
1999-09-13,730376,135.12,134.95
1999-09-14,730377,134.06,134.06
1999-09-15,730378,135.44,131.94
1999-09-16,730379,132.5,132.45
1999-09-17,730380,132.62,133.75
1999-09-20,730383,133.94,133.56
1999-09-21,730384,132.25,130.75
1999-09-22,730385,131.25,130.61
1999-09-23,730386,131.81,127.88
1999-09-24,730387,127.75,127.75
1999-09-27,730390,128.75,128.59
1999-09-28,730391,127.94,128.34
1999-09-29,730392,128.44,126.81
1999-09-30,730393,127.44,128.75
1999-10-01,730394,127.94,128.47
1999-10-04,730397,129.19,130.75
1999-10-05,730398,130.72,130.62
1999-10-06,730399,130.75,132.62
1999-10-07,730400,132.86,131.88
1999-10-08,730401,131.75,133.88
1999-10-11,730404,133.59,133.66
1999-10-12,730405,133.12,131.59
1999-10-13,730406,130.69,128.19
1999-10-14,730407,128.48,128.16
1999-10-15,730408,126,124.88
1999-10-18,730411,124.94,125.78
1999-10-19,730412,127.19,127
1999-10-20,730413,127.75,128.25
1999-10-21,730414,127.22,129
1999-10-22,730415,129.75,130.09
1999-10-25,730418,129.31,129.44
1999-10-26,730419,130.19,127.81
1999-10-27,730420,128.38,130.12
1999-10-28,730421,132.44,134.56
1999-10-29,730422,135.84,137
1999-11-01,730425,136.5,135.56
1999-11-02,730426,135.97,134.59
1999-11-03,730427,136,135.5
1999-11-04,730428,136.75,136.53
1999-11-05,730429,138.62,137.88
1999-11-08,730432,137,138
1999-11-09,730433,138.5,136.7
1999-11-10,730434,136.25,137.72
1999-11-11,730435,138.19,138.5
1999-11-12,730436,139.25,139.75
1999-11-15,730439,139.84,140.08
1999-11-16,730440,140.56,141.25
1999-11-17,730441,142.25,141.62
1999-11-18,730442,142.44,142.62
1999-11-19,730443,142.41,142.5
1999-11-22,730446,142.44,142.47
1999-11-23,730447,142.84,141.22
1999-11-24,730448,140.75,141.97
1999-11-26,730450,142.47,141.44
1999-11-29,730453,140.88,140.94
1999-11-30,730454,140.75,139.28
1999-12-01,730455,139.31,140.41
1999-12-02,730456,140.62,141.25
1999-12-03,730457,143.03,143.84
1999-12-06,730460,143.53,142.78
1999-12-07,730461,143.28,141.62
1999-12-08,730462,141.34,140.72
1999-12-09,730463,141.81,141.41
1999-12-10,730464,142.28,141.88
1999-12-13,730467,141.44,142.12
1999-12-14,730468,141.62,140.75
1999-12-15,730469,140.38,141.5
1999-12-16,730470,142.19,142.12
1999-12-17,730471,143,142.69
1999-12-20,730474,142.56,141.66
1999-12-21,730475,141.59,143.81
1999-12-22,730476,143.62,144.19
1999-12-23,730477,145.02,146.48
1999-12-27,730481,146.5,146.28
1999-12-28,730482,145.88,146.19
1999-12-29,730483,146.31,146.81
1999-12-30,730484,147.12,146.64
1999-12-31,730485,146.84,146.88
2000-01-03,730488,148.25,145.44
2000-01-04,730489,143.53,139.75
2000-01-05,730490,139.94,140
2000-01-06,730491,139.62,137.75
2000-01-07,730492,140.31,145.75
2000-01-10,730495,146.25,146.25
2000-01-11,730496,145.81,144.5
2000-01-12,730497,144.59,143.06
2000-01-13,730498,144.47,145
2000-01-14,730499,146.53,146.97
2000-01-18,730503,145.34,145.81
2000-01-19,730504,145.31,147
2000-01-20,730505,146.97,144.75
2000-01-21,730506,145.5,144.44
2000-01-24,730509,145.66,140.34
2000-01-25,730510,140.52,141.94
2000-01-26,730511,141,140.81
2000-01-27,730512,141.84,140.25
2000-01-28,730513,139.44,135.88
2000-01-31,730516,135.81,139.56
2000-02-01,730517,139.75,140.94
2000-02-02,730518,141.28,141.06
2000-02-03,730519,140.88,143.19
2000-02-04,730520,143.19,142.59
2000-02-07,730523,142.56,142.38
2000-02-08,730524,143.97,144.31
2000-02-09,730525,144.47,141.28
2000-02-10,730526,141.62,141.56
2000-02-11,730527,141.84,138.69
2000-02-14,730530,139.78,139.5
2000-02-15,730531,139.25,141.08
2000-02-16,730532,140.38,139
2000-02-17,730533,140.44,138.28
2000-02-18,730534,138.88,135.31
2000-02-22,730538,135.19,134.97
2000-02-23,730539,135.62,136.56
2000-02-24,730540,136.69,133.81
2000-02-25,730541,135.19,133.33
2000-02-28,730544,133.38,136.12
2000-02-29,730545,136.06,137.44
2000-03-01,730546,137.62,138.44
2000-03-02,730547,138.69,138.53
2000-03-03,730548,140.44,141.12
2000-03-06,730551,140.81,139.75
2000-03-07,730552,140,137.05
2000-03-08,730553,136.47,136.88
2000-03-09,730554,137.25,140.88
2000-03-10,730555,140.19,140.12
2000-03-13,730558,136.69,138.59
2000-03-14,730559,139.28,136.62
2000-03-15,730560,136.88,139.81
2000-03-16,730561,141.62,146.34
2000-03-17,730562,145.81,146.94
2000-03-20,730565,146.88,146.19
2000-03-21,730566,145.53,149.19
2000-03-22,730567,149.56,150.09
2000-03-23,730568,149.16,152.66
2000-03-24,730569,152.88,153.56
2000-03-27,730572,153.38,151.94
2000-03-28,730573,151.25,151.06
2000-03-29,730574,151.56,151.22
2000-03-30,730575,150.16,148.69
2000-03-31,730576,149.62,150.38
2000-04-03,730579,150.12,151.25
2000-04-04,730580,151.75,150.12
2000-04-05,730581,147.88,149.19
2000-04-06,730582,150.25,150.48
2000-04-07,730583,151.56,151.44
2000-04-10,730586,151.75,150.84
2000-04-11,730587,150,150.41
2000-04-12,730588,150.38,146.28
2000-04-13,730589,147.47,144.25
2000-04-14,730590,142.62,136
2000-04-17,730593,135.19,140.75
2000-04-18,730594,140.56,144.47
2000-04-19,730595,144.5,143.12
2000-04-20,730596,143.56,143.81
2000-04-24,730600,141.5,142.25
2000-04-25,730601,144.62,148.16
2000-04-26,730602,147.97,146.48
2000-04-27,730603,143,146
2000-04-28,730604,147,145.09
2000-05-01,730607,146.56,147.06
2000-05-02,730608,145.5,144.12
2000-05-03,730609,144,140.75
2000-05-04,730610,142,141.81
2000-05-05,730611,141.06,143.53
2000-05-08,730614,142.75,142.45
2000-05-09,730615,143.06,141.31
2000-05-10,730616,140.5,138.12
2000-05-11,730617,140.12,141.28
2000-05-12,730618,141.81,142.81
2000-05-15,730621,142.75,145.28
2000-05-16,730622,146.56,146.69
2000-05-17,730623,145.69,145.16
2000-05-18,730624,145.62,143.38
2000-05-19,730625,142.56,141.12
2000-05-22,730628,141.25,140.06
2000-05-23,730629,140.44,138
2000-05-24,730630,138,140.25
2000-05-25,730631,140.69,137.84
2000-05-26,730632,138.81,138
2000-05-30,730636,140,142.5
2000-05-31,730637,142.56,142.81
2000-06-01,730638,143.69,145.31
2000-06-02,730639,148.94,147.84
2000-06-05,730642,147.47,147.12
2000-06-06,730643,146.62,146.47
2000-06-07,730644,146.62,147.48
2000-06-08,730645,147.5,146.91
2000-06-09,730646,147.5,146.59
2000-06-12,730649,146.97,144.88
2000-06-13,730650,144.81,147.59
2000-06-14,730651,148.25,147.84
2000-06-15,730652,148.12,148.16
2000-06-16,730653,148.31,146.59
2000-06-19,730656,146.47,148.47
2000-06-20,730657,148.19,147.94
2000-06-21,730658,146.94,147.88
2000-06-22,730659,147.56,145.62
2000-06-23,730660,145.81,144.38
2000-06-26,730663,145.38,146.23
2000-06-27,730664,145.98,145.16
2000-06-28,730665,145.62,145.56
2000-06-29,730666,144.75,144.19
2000-06-30,730667,143.94,145.28
2000-07-03,730670,145.44,147.28
2000-07-05,730672,146.38,144.62
2000-07-06,730673,144.94,145.75
2000-07-07,730674,146.69,148.09
2000-07-10,730677,147.88,147.84
2000-07-11,730678,147.47,148.16
2000-07-12,730679,149.28,149.12
2000-07-13,730680,149.98,149.78
2000-07-14,730681,150.44,151.25
2000-07-17,730684,150.98,151
2000-07-18,730685,150.62,149.77
2000-07-19,730686,149.47,148.56
2000-07-20,730687,149,150.62
2000-07-21,730688,149.75,147.69
2000-07-24,730691,148.12,146.84
2000-07-25,730692,147.75,147.31
2000-07-26,730693,146.97,145.88
2000-07-27,730694,145.94,145.38
2000-07-28,730695,145.72,142.09
2000-07-31,730698,142.94,143
2000-08-01,730699,143.62,143.88
2000-08-02,730700,143.88,144.59
2000-08-03,730701,142.88,145.59
2000-08-04,730702,146.31,146.38
2000-08-07,730705,146.72,148.12
2000-08-08,730706,147.5,148.69
2000-08-09,730707,149.14,147.44
2000-08-10,730708,147.53,146.72
2000-08-11,730709,146.62,147.41
2000-08-14,730712,147.78,149.28
2000-08-15,730713,149.34,149.16
2000-08-16,730714,149.31,148.62
2000-08-17,730715,148.69,150.19
2000-08-18,730716,150.38,149.69
2000-08-21,730719,150.03,150.5
2000-08-22,730720,150.56,150.25
2000-08-23,730721,149.81,150.84
2000-08-24,730722,151.16,151.31
2000-08-25,730723,151.16,151.25
2000-08-28,730726,151.25,151.77
2000-08-29,730727,151.44,151.8
2000-08-30,730728,151.31,150.34
2000-08-31,730729,151.06,152.34
2000-09-01,730730,153.25,152.5
2000-09-05,730734,151.88,151.28
2000-09-06,730735,151.19,149.56
2000-09-07,730736,150.25,150.84
2000-09-08,730737,150.28,149.81
2000-09-11,730740,149.75,149.59
2000-09-12,730741,149.75,148.5
2000-09-13,730742,148,148.89
2000-09-14,730743,149.88,149.64
2000-09-15,730744,148.19,146
2000-09-18,730747,146.38,144.66
2000-09-19,730748,145.12,145.97
2000-09-20,730749,145.69,144.89
2000-09-21,730750,144.47,142.69
2000-09-22,730751,142.62,145.28
2000-09-25,730754,145.94,144.25
2000-09-26,730755,144.38,142.41
2000-09-27,730756,143.56,143.16
2000-09-28,730757,143.19,145
2000-09-29,730758,145.47,143.62
2000-10-02,730761,144.28,143.84
2000-10-03,730762,144.53,142.5
2000-10-04,730763,142.88,143.69
2000-10-05,730764,143.41,144.19
2000-10-06,730765,143.88,141.06
2000-10-09,730768,141.31,140
2000-10-10,730769,140.09,137.69
2000-10-11,730770,137.62,136.53
2000-10-12,730771,137.28,133.12
2000-10-13,730772,132.94,137.56
2000-10-16,730775,137.41,138.19
2000-10-17,730776,138.44,134.75
2000-10-18,730777,132.62,134.25
2000-10-19,730778,136.84,139.31
2000-10-20,730779,138.38,139.91
2000-10-23,730782,139.94,140.53
2000-10-24,730783,140.97,139.59
2000-10-25,730784,138.75,136.31
2000-10-26,730785,137.12,136.69
2000-10-27,730786,137.88,139.28
2000-10-30,730789,138.44,140.53
2000-10-31,730790,141.02,142.95
2000-11-01,730791,142.25,142.47
2000-11-02,730792,143.16,142.7
2000-11-03,730793,143.47,142.78
2000-11-06,730796,143.16,143.78
2000-11-07,730797,143.14,143.75
2000-11-08,730798,144.06,140.56
2000-11-09,730799,140,140.03
2000-11-10,730800,139,136.62
2000-11-13,730803,135.62,135.56
2000-11-14,730804,137.47,139.12
2000-11-15,730805,139.06,139.56
2000-11-16,730806,138.58,137.38
2000-11-17,730807,137.31,136.64
2000-11-20,730810,135.75,134.69
2000-11-21,730811,134.88,135.38
2000-11-22,730812,134.34,132.14
2000-11-24,730814,133.62,134.84
2000-11-27,730817,136.47,136.03
2000-11-28,730818,135.12,133.69
2000-11-29,730819,134.38,133.44
2000-11-30,730820,132.5,132.28
2000-12-01,730821,133.19,132.22
2000-12-04,730824,131.88,133.34
2000-12-05,730825,134.88,137.72
2000-12-06,730826,137.78,135.52
2000-12-07,730827,134.88,133.66
2000-12-08,730828,137.06,133.97
2000-12-11,730831,137.38,138.62
2000-12-12,730832,138.19,138.03
2000-12-13,730833,139.25,136.14
2000-12-14,730834,135.88,134.41
2000-12-15,730835,133.12,130.97
2000-12-18,730838,132.06,132.72
2000-12-19,730839,132.47,130.02
2000-12-20,730840,128.62,126.25
2000-12-21,730841,126,127.12
2000-12-22,730842,129,130.94
2000-12-26,730846,130.84,132.34
2000-12-27,730847,131.75,133.31
2000-12-28,730848,132.81,133.72
2000-12-29,730849,134.06,131.19
2001-01-02,730853,132,128.81
2001-01-03,730854,128.31,135
2001-01-04,730855,134.94,133.55
2001-01-05,730856,133.47,129.19
2001-01-08,730859,129.88,130.19
2001-01-09,730860,131.05,129.84
2001-01-10,730861,129,132.12
2001-01-11,730862,131.09,132.25
2001-01-12,730863,132.69,132
2001-01-16,730867,132,132.84
2001-01-17,730868,134.84,133.45
2001-01-18,730869,133.44,134.78
2001-01-19,730870,136.19,134.02
2001-01-22,730873,134.25,134.91
2001-01-23,730874,134.47,135.97
2001-01-24,730875,136.25,136.38
2001-01-25,730876,136.25,136.03
2001-01-26,730877,135.16,135.88
2001-01-29,730880,135.5,136.6
2001-01-30,730881,136.3,137.8
2001-01-31,730882,137.4,137.02
2001-02-01,730883,137.1,137.93
2001-02-02,730884,137.4,134.8
2001-02-05,730887,134.8,135.79
2001-02-06,730888,135.3,135.39
2001-02-07,730889,134.72,134.69
2001-02-08,730890,134.8,133.12
2001-02-09,730891,133.35,131.84
2001-02-12,730894,131.7,133.35
2001-02-13,730895,133.7,132.26
2001-02-14,730896,132.65,132.06
2001-02-15,730897,132.84,133.34
2001-02-16,730898,131,130.4
2001-02-20,730902,131.04,128.39
2001-02-21,730903,127.9,125.62
2001-02-22,730904,126.35,125.81
2001-02-23,730905,125.08,124.96
2001-02-26,730908,125.8,127.62
2001-02-27,730909,126.8,126.44
2001-02-28,730910,126.75,123.95
2001-03-01,730911,124.05,124.6
2001-03-02,730912,122.5,123.61
2001-03-05,730915,124.15,124.74
2001-03-06,730916,126.35,126.08
2001-03-07,730917,126.9,126.98
2001-03-08,730918,126.6,127.12
2001-03-09,730919,126.1,123.36
2001-03-12,730922,122.34,118.08
2001-03-13,730923,119.4,120.02
2001-03-14,730924,117.05,117.65
2001-03-15,730925,118.45,117.68
2001-03-16,730926,117.13,115.01
2001-03-19,730929,115.76,117.35
2001-03-20,730930,117.9,114.2
2001-03-21,730931,114.18,112.26
2001-03-22,730932,112.02,111.12
2001-03-23,730933,113.25,114.48
2001-03-26,730936,115.7,115.94
2001-03-27,730937,115.62,118.31
2001-03-28,730938,116.9,115.04
2001-03-29,730939,114.7,115.48
2001-03-30,730940,115.55,116.69
2001-04-02,730943,116.3,114.2
2001-04-03,730944,113.98,110.39
2001-04-04,730945,110.57,110.85
2001-04-05,730946,113.3,115.05
2001-04-06,730947,113.99,113.3
2001-04-09,730950,114,114.56
2001-04-10,730951,115.45,116.65
2001-04-11,730952,118.78,116.73
2001-04-12,730953,116.3,118.85
2001-04-16,730957,118.29,117.6
2001-04-17,730958,117.31,119.26
2001-04-18,730959,121.06,124
2001-04-19,730960,124.25,125.65
2001-04-20,730961,124.9,124.5
2001-04-23,730964,123.65,122.24
2001-04-24,730965,122.52,121.58
2001-04-25,730966,121.42,123.17
2001-04-26,730967,123.73,123.72
2001-04-27,730968,124.92,125.78
2001-04-30,730971,126.45,126.66
2001-05-01,730972,125.07,127.05
2001-05-02,730973,127.41,126.82
2001-05-03,730974,126.13,125.21
2001-05-04,730975,123.65,127.34
2001-05-07,730978,126.86,126.24
2001-05-08,730979,126.86,126.18
2001-05-09,730980,125.25,125.65
2001-05-10,730981,127.26,126.02
2001-05-11,730982,126,125.15
2001-05-14,730985,124.9,125.4
2001-05-15,730986,125.55,125.98
2001-05-16,730987,124.84,128.95
2001-05-17,730988,129,129.15
2001-05-18,730989,129.09,129.74
2001-05-21,730992,129.84,131.65
2001-05-22,730993,131.83,131.48
2001-05-23,730994,131.05,129.25
2001-05-24,730995,129.47,129.63
2001-05-25,730996,129.65,128.1
2001-05-29,731000,128.22,127.08
2001-05-30,731001,126.59,125.3
2001-05-31,731002,125.43,125.95
2001-06-01,731003,126.2,126.73
2001-06-04,731006,126.8,127.34
2001-06-05,731007,127.49,128.8
2001-06-06,731008,128.83,127.73
2001-06-07,731009,127.05,128.19
2001-06-08,731010,127.7,127
2001-06-11,731013,126.71,126.1
2001-06-12,731014,124.86,125.88
2001-06-13,731015,126.17,124.8
2001-06-14,731016,124.18,122
2001-06-15,731017,120.91,121.85
2001-06-18,731020,121.65,121.26
2001-06-19,731021,122.38,121.79
2001-06-20,731022,121.19,122.43
2001-06-21,731023,122.22,123.82
2001-06-22,731024,123.49,122.85
2001-06-25,731027,123.28,121.72
2001-06-26,731028,120.9,121.55
2001-06-27,731029,121.6,121.48
2001-06-28,731030,122,122.15
2001-06-29,731031,122.8,122.6
2001-07-02,731034,122.8,124.13
2001-07-03,731035,123.98,124.1
2001-07-05,731037,123.07,121.68
2001-07-06,731038,121.31,119.05
2001-07-09,731041,119.49,119.7
2001-07-10,731042,120.29,118.26
2001-07-11,731043,118.1,118.38
2001-07-12,731044,119.5,121.19
2001-07-13,731045,120.84,122.24
2001-07-16,731048,121.77,120.71
2001-07-17,731049,120.2,121.84
2001-07-18,731050,120.56,121.01
2001-07-19,731051,122.18,122.07
2001-07-20,731052,121.15,121.34
2001-07-23,731055,121.8,118.95
2001-07-24,731056,119,117.8
2001-07-25,731057,117.92,119.1
2001-07-26,731058,119.06,120.35
2001-07-27,731059,120.83,120.81
2001-07-30,731062,121.19,120.85
2001-07-31,731063,121,121.35
2001-08-01,731064,121.97,122.11
2001-08-02,731065,123.23,122.61
2001-08-03,731066,122.36,121.94
2001-08-06,731069,121.35,120.3
2001-08-07,731070,120.27,120.77
2001-08-08,731071,120.12,118.53
2001-08-09,731072,118.7,118.88
2001-08-10,731073,118.8,119.29
2001-08-13,731076,119.6,119.32
2001-08-14,731077,120.14,119.27
2001-08-15,731078,119.23,118.24
2001-08-16,731079,117.8,118.65
2001-08-17,731080,117.65,116.75
2001-08-20,731083,116.8,117.83
2001-08-21,731084,117.8,115.82
2001-08-22,731085,116.75,117.02
2001-08-23,731086,116.96,116.6
2001-08-24,731087,117.21,119.02
2001-08-27,731090,118.97,118.31
2001-08-28,731091,118.28,116.58
2001-08-29,731092,117.13,115.54
2001-08-30,731093,114.85,113.32
2001-08-31,731094,113.4,114.15
2001-09-04,731098,113.85,113.42
2001-09-05,731099,113.7,113.7
2001-09-06,731100,112.65,110.77
2001-09-07,731101,110.02,108.72
2001-09-10,731104,107.7,110.05
2001-09-17,731111,101,104.3
2001-09-18,731112,104.33,104.05
2001-09-19,731113,104.1,101.95
2001-09-20,731114,100.4,98.71
2001-09-21,731115,94.28,97.28
2001-09-24,731118,99.72,100.7
2001-09-25,731119,100.75,101.75
2001-09-26,731120,102.35,101.39
2001-09-27,731121,101.25,102.27
2001-09-28,731122,102.98,104.44
2001-10-01,731125,103.9,104.27
2001-10-02,731126,104,105.58
2001-10-03,731127,104.6,107.35
2001-10-04,731128,108.29,107.44
2001-10-05,731129,107.25,107.23
2001-10-08,731132,106.27,106.53
2001-10-09,731133,106.61,105.96
2001-10-10,731134,105.8,108.32
2001-10-11,731135,108.95,110
2001-10-12,731136,109.15,109.5
2001-10-15,731139,108.63,109.3
2001-10-16,731140,109.8,109.99
2001-10-17,731141,111.07,107.65
2001-10-18,731142,107.82,107.42
2001-10-19,731143,107,107.35
2001-10-22,731146,107.3,109.47
2001-10-23,731147,109.96,108.91
2001-10-24,731148,108.98,108.62
2001-10-25,731149,107.45,110.57
2001-10-26,731150,109.95,110.32
2001-10-29,731153,110.16,107.45
2001-10-30,731154,107.35,106.16
2001-10-31,731155,106.9,105.8
2001-11-01,731156,106.6,108.51
2001-11-02,731157,108.44,109.25
2001-11-05,731160,110.12,110.68
2001-11-06,731161,110.35,112.4
2001-11-07,731162,111.77,112.25
2001-11-08,731163,112.87,112.6
2001-11-09,731164,112.25,112.72
2001-11-12,731167,111,112.03
2001-11-13,731168,113.44,114.55
2001-11-14,731169,115.17,114.66
2001-11-15,731170,114.37,114.87
2001-11-16,731171,115.08,114.36
2001-11-19,731174,114.92,115.77
2001-11-20,731175,115.37,114.8
2001-11-21,731176,114.5,114.04
2001-11-23,731178,114.04,115.68
2001-11-26,731181,115.75,115.93
2001-11-27,731182,115.62,115.43
2001-11-28,731183,114.74,113.34
2001-11-29,731184,113.66,114.87
2001-11-30,731185,114.4,114.05
2001-12-03,731188,113.65,113.37
2001-12-04,731189,113.92,115.29
2001-12-05,731190,115.61,117.4
2001-12-06,731191,117.34,117.34
2001-12-07,731192,116.9,116.56
2001-12-10,731195,115.85,114.38
2001-12-11,731196,114.9,114.15
2001-12-12,731197,114.55,114.28
2001-12-13,731198,113.45,112.06
2001-12-14,731199,112.33,113.13
2001-12-17,731202,112.99,114.3
2001-12-18,731203,114.63,114.98
2001-12-19,731204,114.09,115.79
2001-12-20,731205,115.5,114.65
2001-12-21,731206,115.03,114.95
2001-12-24,731209,114.83,114.73
2001-12-26,731211,114.65,115.36
2001-12-27,731212,115.3,116.06
2001-12-28,731213,116.29,116
2001-12-31,731216,116.15,114.3
2002-01-02,731218,115.11,115.53
2002-01-03,731219,115.65,116.84
2002-01-04,731220,117.17,117.62
2002-01-07,731223,117.7,116.79
2002-01-08,731224,116.79,116.52
2002-01-09,731225,116.68,115.57
2002-01-10,731226,115.69,116.08
2002-01-11,731227,116.21,114.94
2002-01-14,731230,114.65,114.22
2002-01-15,731231,114.55,115.15
2002-01-16,731232,114.3,112.82
2002-01-17,731233,113.76,113.67
2002-01-18,731234,113,113.15
2002-01-22,731238,113.75,112.37
2002-01-23,731239,112.63,113.23
2002-01-24,731240,113.64,113.58
2002-01-25,731241,113.12,113.55
2002-01-28,731244,113.9,113.86
2002-01-29,731245,113.85,110.28
2002-01-30,731246,110.39,111.87
2002-01-31,731247,112.15,113.18
2002-02-01,731248,113.09,112.65
2002-02-04,731251,112.23,109.85
2002-02-05,731252,109.4,109.17
2002-02-06,731253,109.65,108.7
2002-02-07,731254,108.72,108.02
2002-02-08,731255,108.63,110.09
2002-02-11,731258,110.05,111.44
2002-02-12,731259,110.96,111.09
2002-02-13,731260,111.48,112.27
2002-02-14,731261,112.51,112.06
2002-02-15,731262,112.15,110.89
2002-02-19,731266,110.15,108.76
2002-02-20,731267,109.05,110.59
2002-02-21,731268,109.93,108.3
2002-02-22,731269,108.35,109.64
2002-02-25,731272,109.74,111.45
2002-02-26,731273,111.6,111.22
2002-02-27,731274,111.96,111.65
2002-02-28,731275,111.83,111.15
2002-03-01,731276,111.72,113.74
2002-03-04,731279,113.9,115.75
2002-03-05,731280,115.33,115.38
2002-03-06,731281,115.1,116.75
2002-03-07,731282,117.36,116.5
2002-03-08,731283,117.38,116.99
2002-03-11,731286,116.89,117.24
2002-03-12,731287,116.1,117.17
2002-03-13,731288,116.63,116.04
2002-03-14,731289,116.04,115.88
2002-03-15,731290,115.97,116.65
2002-03-18,731293,117.1,116.67
2002-03-19,731294,117.3,117.45
2002-03-20,731295,116.5,115.24
2002-03-21,731296,115.3,115.29
2002-03-22,731297,115.5,115.04
2002-03-25,731300,115.09,113.61
2002-03-26,731301,113.52,114.27
2002-03-27,731302,114.03,114.57
2002-03-28,731303,114.97,114.52
2002-04-01,731307,114.23,114.57
2002-04-02,731308,113.98,113.94
2002-04-03,731309,114.01,113.14
2002-04-04,731310,112.6,112.67
2002-04-05,731311,113.19,112.69
2002-04-08,731314,111.32,112.93
2002-04-09,731315,113.18,112.14
2002-04-10,731316,112.1,113.41
2002-04-11,731317,112.89,110.59
2002-04-12,731318,111.02,111.42
2002-04-15,731321,111.62,110.57
2002-04-16,731322,111.7,113.2
2002-04-17,731323,113.39,112.96
2002-04-18,731324,112.9,112.47
2002-04-19,731325,113.2,112.88
2002-04-22,731328,112.38,111
2002-04-23,731329,111.09,110.52
2002-04-24,731330,110.56,109.41
2002-04-25,731331,109.21,109.47
2002-04-26,731332,109.79,107.39
2002-04-29,731335,107.93,106.86
2002-04-30,731336,107.02,107.86
2002-05-01,731337,107.97,109.18
2002-05-02,731338,109.1,108.76
2002-05-03,731339,108.6,107.58
2002-05-06,731342,107.64,105.47
2002-05-07,731343,106.1,105.1
2002-05-08,731344,107.05,109.01
2002-05-09,731345,108.65,107.75
2002-05-10,731346,107.97,105.72
2002-05-13,731349,106.22,107.87
2002-05-14,731350,109.62,110.22
2002-05-15,731351,109.5,109.79
2002-05-16,731352,109.7,110.36
2002-05-17,731353,110.66,110.9
2002-05-20,731356,110.64,109.7
2002-05-21,731357,110.11,108.7
2002-05-22,731358,108.22,108.94
